status,Game Name,Original Price,Sale Price,Sale Rate,Date,End Date,Page Link
added,TT 아일 오브 맨 2,59800,5980,90%,2025-09-29,2025/10/8 23:59,https://store.nintendo.co.kr/70010000029871
added,Hentai Girls: Sexy Sakura,9000,2990,67%,2025-09-29,2025/10/5 23:59,https://store.nintendo.co.kr/70010000092500
added,Chess Cartoons,4990,1000,80%,2025-09-29,2025/10/16 23:59,https://store.nintendo.co.kr/70010000054086
added,Anime Girls: Highschool of Dead,8900,2220,75%,2025-09-29,2025/10/19 23:59,https://store.nintendo.co.kr/70010000075350
added,Primitive Life Simulator,11990,3990,67%,2025-09-29,2025/10/12 23:59,https://store.nintendo.co.kr/70010000090707
added,Racing Karts,3990,1000,75%,2025-09-29,2025/10/16 23:59,https://store.nintendo.co.kr/70010000049324
added,The Enigma Machine,25000,5000,80%,2025-09-29,2025/10/13 23:59,https://store.nintendo.co.kr/70010000057048
added,Anime Waifu Simulator: Sakura Garden - 애니메이션 와이푸 시뮬레이터: 사쿠라 정원,19990,4100,79%,2025-09-29,2025/9/29 23:59,https://store.nintendo.co.kr/70010000094584
added,Glover (QUByte Classics),26350,18440,30%,2025-09-29,2025/9/29 23:59,https://store.nintendo.co.kr/70010000058108
added,MAD RAT DEAD,59800,29900,50%,2025-09-29,2025/10/8 23:59,https://store.nintendo.co.kr/70010000031948
added,어스나이트,16800,5040,70%,2025-09-29,2025/10/8 23:59,https://store.nintendo.co.kr/70010000026986
added,Stickin' the Landing,11000,5500,50%,2025-09-29,2025/10/6 23:59,https://store.nintendo.co.kr/70010000086411
added,Puzzle Lights & Mushrooms 1000,4500,1000,78%,2025-09-29,2025/10/8 23:59,https://store.nintendo.co.kr/70010000092431
added,Simple Mini Golf,4290,1000,77%,2025-09-29,2025/10/16 23:59,https://store.nintendo.co.kr/70010000051732
added,Panty Party,16000,8000,50%,2025-09-29,2025/10/13 23:59,https://store.nintendo.co.kr/70010000020120
added,Nintendo Switch Sports,44800,31360,30%,2025-09-29,2025/10/12 23:59,https://store.nintendo.co.kr/70010000049933
added,Golf With Your Friends,24900,7470,70%,2025-09-29,2025/10/25 23:59,https://store.nintendo.co.kr/70010000035633
added,Worms Rumble,16800,3360,80%,2025-09-29,2025/10/25 23:59,https://store.nintendo.co.kr/70010000037690
added,Kamaeru: A Frog Refuge,21500,12900,40%,2025-09-29,2025/10/6 23:59,https://store.nintendo.co.kr/70010000089063
added,숨은 물건찾기 마스터: 여긴 꼬마 괴물이 없어 (There's No Monsters),5220,2610,50%,2025-09-29,2025/10/19 23:59,https://store.nintendo.co.kr/70010000091468
added,모노크롬 월드,10000,3000,70%,2025-09-29,2025/10/8 23:59,https://store.nintendo.co.kr/70010000028470
added,곰아저씨 레스토랑,15000,10000,33%,2025-09-29,2025/10/6 23:59,https://store.nintendo.co.kr/70010000041016
added,Romeow: in the cracked world,3400,1000,71%,2025-09-29,2025/10/12 23:59,https://store.nintendo.co.kr/70010000046632
added,제물과 눈의 세츠나,44800,13440,70%,2025-09-29,2025/10/8 23:59,https://store.nintendo.co.kr/70010000033793
added,트랜스포머: 배틀그라운드,25000,6250,75%,2025-09-29,2025/10/8 23:59,https://store.nintendo.co.kr/70010000032871
added,Mandalas,3990,1000,75%,2025-09-29,2025/10/16 23:59,https://store.nintendo.co.kr/70010000047521
added,파이어 엠블렘 풍화설월 익스팬션 패스,28000,19600,30%,2025-09-29,2025/10/12 23:59,https://store.nintendo.co.kr/70070000006661
added,MONSTER HUNTER RISE + SUNBREAK 세트,69800,17450,75%,2025-09-29,2025/10/12 23:59,https://store.nintendo.co.kr/70070000013806
added,Machinarium (머시나리움),22000,4400,80%,2025-09-29,2025/10/9 23:59,https://store.nintendo.co.kr/70010000014073
added,Nice Day for Fishing,22500,16870,25%,2025-09-29,2025/10/25 23:59,https://store.nintendo.co.kr/70010000096111
added,좀비 격리: 블랙아웃 생존 - Zombie Quarantine: Blackout Survival,13990,2700,81%,2025-09-29,2025/9/29 23:59,https://store.nintendo.co.kr/70010000093863
added,카르멘 산디에고 스탠다드 에디션（Carmen Sandiego）,33500,20100,40%,2025-09-29,2025/10/13 23:59,https://store.nintendo.co.kr/70010000088658
added,Box That Ball,3990,1000,75%,2025-09-29,2025/10/16 23:59,https://store.nintendo.co.kr/70010000051726
added,"Is It Wrong to Try to Pick Up Girls in a Dungeon?
~Fullland of Water and Light~",53000,42400,20%,2025-09-29,2025/10/8 23:59,https://store.nintendo.co.kr/70010000091591
added,트럭 시뮬레이터: 유럽 도로 (Truck Simulator: European Roads),26000,2900,89%,2025-09-29,2025/10/25 23:59,https://store.nintendo.co.kr/70010000072067
added,Blasphemous 2,34800,17400,50%,2025-09-29,2025/10/25 23:59,https://store.nintendo.co.kr/70010000070221
added,눈사람 이야기,6000,4000,33%,2025-09-29,2025/10/6 23:59,https://store.nintendo.co.kr/70010000083078
added,The Alpha Wolf,11000,2750,75%,2025-09-29,2025/10/19 23:59,https://store.nintendo.co.kr/70010000082172
added,SuperMash,55000,2000,96%,2025-09-29,2025/10/13 23:59,https://store.nintendo.co.kr/70010000028192
added,Amber Isle,34000,17000,50%,2025-09-29,2025/10/25 23:59,https://store.nintendo.co.kr/70010000087637
added,아리와 사계절의 비밀,45000,9000,80%,2025-09-29,2025/10/8 23:59,https://store.nintendo.co.kr/70010000032184
added,BOT.vinnik Chess 2,3400,1000,71%,2025-09-29,2025/10/12 23:59,https://store.nintendo.co.kr/70010000050939
added,Cozy Stitch Puzzle,10250,1990,81%,2025-09-29,2025/10/25 23:59,https://store.nintendo.co.kr/70010000094711
added,제트 라이더（Jett Rider）,33000,13200,60%,2025-09-29,2025/10/13 23:59,https://store.nintendo.co.kr/70010000079748
added,세상을 위한 모든 소녀,12800,11520,10%,2025-09-29,2025/10/10 23:59,https://store.nintendo.co.kr/70010000090051
added,Catlateral Damage: Remeowstered,17000,4250,75%,2025-09-29,2025/10/6 23:59,https://store.nintendo.co.kr/70010000040415
added,언박싱: 코지 홈 시뮬레이터 - Unboxing: Cozy Home Simulator,11990,4100,66%,2025-09-29,2025/9/29 23:59,https://store.nintendo.co.kr/70010000093972
added,Headbangers: Rhythm Royale,22500,4500,80%,2025-09-29,2025/10/25 23:59,https://store.nintendo.co.kr/70010000069974
added,MONSTER HUNTER RISE + SUNBREAK 더블 디럭스 세트,79800,22340,72%,2025-09-29,2025/10/12 23:59,https://store.nintendo.co.kr/70070000013811
added,테니스 월드 투어 2,45000,4500,90%,2025-09-29,2025/10/8 23:59,https://store.nintendo.co.kr/70010000034181
added,동방스펠버블,58000,29000,50%,2025-09-29,2025/10/8 23:59,https://store.nintendo.co.kr/70010000033444
added,Home Deco Puzzles,7990,1000,87%,2025-09-29,2025/10/16 23:59,https://store.nintendo.co.kr/70010000058106
added,Rabbit Raid,11800,4720,60%,2025-09-29,2025/10/6 23:59,https://store.nintendo.co.kr/70010000083495
added,Wood Block Escape Puzzles 2,3790,1000,74%,2025-09-29,2025/10/16 23:59,https://store.nintendo.co.kr/70010000047433
added,The Sinking City,59800,4780,92%,2025-09-29,2025/10/21 23:59,https://store.nintendo.co.kr/70010000019161
added,헬 블라스터（Hell Blasters）,19900,5970,70%,2025-09-29,2025/10/6 23:59,https://store.nintendo.co.kr/70010000053262
added,Moving Out,32600,6520,80%,2025-09-29,2025/10/25 23:59,https://store.nintendo.co.kr/70010000029909
added,HammerHelm,19000,3800,80%,2025-09-29,2025/10/12 23:59,https://store.nintendo.co.kr/70010000050413
added,루이지 맨션 2 HD,64800,45360,30%,2025-09-29,2025/10/12 23:59,https://store.nintendo.co.kr/70010000077702
added,Forklift Simulator 2023,11000,2750,75%,2025-09-29,2025/10/19 23:59,https://store.nintendo.co.kr/70010000069480
added,ESCAPE SITE 13,21800,10900,50%,2025-09-29,2025/10/15 23:59,https://store.nintendo.co.kr/70010000092583
added,Cue Sports,7590,1000,87%,2025-09-29,2025/10/16 23:59,https://store.nintendo.co.kr/70010000051682
added,Wood Block Escape Puzzles,3990,1000,75%,2025-09-29,2025/10/16 23:59,https://store.nintendo.co.kr/70010000047349
added,엘레 메탈: 데스 메탈 데스 매치!,17490,1990,89%,2025-09-29,2025/10/25 23:59,https://store.nintendo.co.kr/70010000050146
added,Internet Cafe Simulator 2025,14000,3500,75%,2025-09-29,2025/10/19 23:59,https://store.nintendo.co.kr/70010000088148
added,Master Ninja - Shuriken Killer,9990,3990,60%,2025-09-29,2025/10/12 23:59,https://store.nintendo.co.kr/70010000074378
added,Monstrix TCG Card Shop 카드샵,14400,3600,75%,2025-09-29,2025/10/19 23:59,https://store.nintendo.co.kr/70010000089644
added,Backrooms: Exit from Supermarket Horror - 백룸,11490,2770,76%,2025-09-29,2025/9/29 23:59,https://store.nintendo.co.kr/70010000092391
added,Purrfect Rescue,3990,1000,75%,2025-09-29,2025/10/12 23:59,https://store.nintendo.co.kr/70010000081622
added,Nekograms,10000,6500,35%,2025-09-29,2025/10/6 23:59,https://store.nintendo.co.kr/70010000069800
added,Anime Girls: Sun of a Beach,8900,2220,75%,2025-09-29,2025/10/19 23:59,https://store.nintendo.co.kr/70010000077027
added,Red Square Escape,3990,1000,75%,2025-09-29,2025/10/16 23:59,https://store.nintendo.co.kr/70010000047314
added,CONSCRIPT,23000,11500,50%,2025-09-29,2025/10/25 23:59,https://store.nintendo.co.kr/70010000080312
added,Football Battle,3400,1000,71%,2025-09-29,2025/10/12 23:59,https://store.nintendo.co.kr/70010000060763
added,Drone Delivery Simulator: 드론 배달 시뮬레이터,9300,2320,75%,2025-09-29,2025/10/19 23:59,https://store.nintendo.co.kr/70010000076633
added,방구석에 인어아가씨 My Girlfriend is a Mermaid!?,30000,6000,80%,2025-09-29,2025/10/13 23:59,https://store.nintendo.co.kr/70010000016581
added,Hentai Academy,15240,1000,93%,2025-09-29,2025/10/25 23:59,https://store.nintendo.co.kr/70010000084981
added,Hextones,3400,1000,71%,2025-09-29,2025/10/12 23:59,https://store.nintendo.co.kr/70010000042741
added,Make the Burger,4700,1000,79%,2025-09-29,2025/10/12 23:59,https://store.nintendo.co.kr/70010000046571
added,FPV Simulator,9490,1000,89%,2025-09-29,2025/10/16 23:59,https://store.nintendo.co.kr/70010000051433
added,별의 커비 스타 얼라이즈,64800,45360,30%,2025-09-29,2025/10/12 23:59,https://store.nintendo.co.kr/70010000009382
added,Mechanic Supermarket Simulator,14990,3990,73%,2025-09-29,2025/10/11 23:59,https://store.nintendo.co.kr/70010000091938
added,Highway Traffic Racer - Car Racing Simulator,6990,3990,43%,2025-09-29,2025/10/12 23:59,https://store.nintendo.co.kr/70010000064627
added,Vinebound: Tangled Together,6900,4100,41%,2025-09-29,2025/10/12 23:59,https://store.nintendo.co.kr/70010000090375
added,Warparty,24200,9680,60%,2025-09-29,2025/10/8 23:59,https://store.nintendo.co.kr/70010000021062
added,바이오쇼크: 더 컬렉션,54000,10800,80%,2025-09-29,2025/10/8 23:59,https://store.nintendo.co.kr/70010000030520
added,마니타스 주방 (Manitas Kitchen),18570,9280,50%,2025-09-29,2025/10/6 23:59,https://store.nintendo.co.kr/70010000068094
added,Trigonal,3490,1000,71%,2025-09-29,2025/10/16 23:59,https://store.nintendo.co.kr/70010000051685
added,Sweets Swap Classic,3790,1000,74%,2025-09-29,2025/10/16 23:59,https://store.nintendo.co.kr/70010000047753
added,Deadly Days,22000,2200,90%,2025-09-29,2025/10/19 23:59,https://store.nintendo.co.kr/70010000029666
added,Grabitoons!,8900,4450,50%,2025-09-29,2025/10/6 23:59,https://store.nintendo.co.kr/70010000053610
added,Favela Zombie Shooter,8900,2220,75%,2025-09-29,2025/10/19 23:59,https://store.nintendo.co.kr/70010000072127
added,메구와 몬스터,16500,11000,33%,2025-09-29,2025/10/6 23:59,https://store.nintendo.co.kr/70010000050680
added,에이오 테니스 2,59800,5980,90%,2025-09-29,2025/10/8 23:59,https://store.nintendo.co.kr/70010000029878
added,Hammerwatch,15000,6000,60%,2025-09-29,2025/10/13 23:59,https://store.nintendo.co.kr/70010000069210
added,Amelia's Diner,3990,1000,75%,2025-09-29,2025/10/16 23:59,https://store.nintendo.co.kr/70010000082224
added,Cats and Seek : Osaka,3900,1000,74%,2025-09-29,2025/10/12 23:59,https://store.nintendo.co.kr/70010000085275
added,Ball Physics Draw Puzzles 2,3990,1000,75%,2025-09-29,2025/10/16 23:59,https://store.nintendo.co.kr/70010000051729
added,Instants,13500,9450,30%,2025-09-29,2025/10/6 23:59,https://store.nintendo.co.kr/70010000094950
added,CAPTAIN TSUBASA: RISE OF NEW CHAMPIONS,49800,5800,88%,2025-09-29,2025/9/29 23:59,https://store.nintendo.co.kr/70010000032163
