status,Game Name,Original Price,Sale Price,Sale Rate,Date,End Date,Page Link
added,Cop Officers: Police Simulator of NYPD City,16990,3990,77%,2025-09-03,2025/9/16 23:59,https://store.nintendo.co.kr/70010000089238
added,Chained Climb Together,8990,3990,56%,2025-09-03,2025/9/16 23:59,https://store.nintendo.co.kr/70010000089538
added,Hogtie,17750,1990,89%,2025-09-03,2025/9/29 23:59,https://store.nintendo.co.kr/70010000094975
added,Worms Armageddon: Anniversary Edition,34000,22780,33%,2025-09-03,2025/9/29 23:59,https://store.nintendo.co.kr/70010000082824
added,Float Survival Simulator - Ocean Survivor,17990,3990,78%,2025-09-03,2025/9/16 23:59,https://store.nintendo.co.kr/70010000087061
added,Critical Strike Shooter: SWAT Rescue Missions,16990,3990,77%,2025-09-03,2025/9/16 23:59,https://store.nintendo.co.kr/70010000087067
added,DREDGE,27800,13900,50%,2025-09-03,2025/9/29 23:59,https://store.nintendo.co.kr/70010000049265
added,Moving Out 2,34800,13920,60%,2025-09-03,2025/9/29 23:59,https://store.nintendo.co.kr/70010000052931
added,Real Car Driving Simulator & Parking 2022 Games,12990,4100,68%,2025-09-03,2025/9/16 23:59,https://store.nintendo.co.kr/70010000054946
added,Snow Moto - Racing Adventure,16990,3990,77%,2025-09-03,2025/9/16 23:59,https://store.nintendo.co.kr/70010000076006
added,Space Planet Invader - Cosmic Power,10990,3990,64%,2025-09-03,2025/9/16 23:59,https://store.nintendo.co.kr/70010000086510
added,"Isolation Instinct: Farming, Craft, Survival",13990,4190,70%,2025-09-03,2025/9/16 23:59,https://store.nintendo.co.kr/70010000089201
added,Cop Car Police Simulator Chase,11870,3990,66%,2025-09-03,2025/9/16 23:59,https://store.nintendo.co.kr/70010000049356
added,The Nightmare Journey,6990,4190,40%,2025-09-03,2025/9/16 23:59,https://store.nintendo.co.kr/70010000086015
added,The GhostX : Sniper Simulator (Tactical Shooting & Eliminator),19990,4790,76%,2025-09-03,2025/9/16 23:59,https://store.nintendo.co.kr/70010000071554
added,Raft Survival Simulator,16890,3990,76%,2025-09-03,2025/9/16 23:59,https://store.nintendo.co.kr/70010000075542
added,THE LOST DINO: SURVIVAL EXPEDITION,13990,3990,71%,2025-09-03,2025/9/16 23:59,https://store.nintendo.co.kr/70010000097329
added,Moto Racer 2044 Game Simulator,13990,4190,70%,2025-09-03,2025/9/16 23:59,https://store.nintendo.co.kr/70010000070337
added,Neko Gelato,8350,1990,76%,2025-09-03,2025/9/29 23:59,https://store.nintendo.co.kr/70010000100788
added,Hunter Simulator : Wild Hunting,13990,3990,71%,2025-09-03,2025/9/16 23:59,https://store.nintendo.co.kr/70010000090248
removed,They Bleed Pixels,17650,2640,85%,2025-09-02,2025/9/2 23:59,https://store.nintendo.co.kr/70010000028525
removed,AER Memories of Old,12000,1200,90%,2025-09-02,2025/9/2 23:59,https://store.nintendo.co.kr/70010000052341
removed,더 웨이크 (The Wake),6500,4500,31%,2025-09-02,2025/9/2 23:59,https://store.nintendo.co.kr/70010000048529
removed,이상한 나라 모험기 파워업키트 Bing in Wonderland Power Up Edition,18900,13200,30%,2025-09-02,2025/9/2 23:59,https://store.nintendo.co.kr/70010000075119
removed,Wildcat Gun Machine,16400,1640,90%,2025-09-02,2025/9/2 23:59,https://store.nintendo.co.kr/70010000044392
removed,아니메 걸즈,25520,1990,92%,2025-09-02,2025/9/2 23:59,https://store.nintendo.co.kr/70010000070701
removed,Roundguard,19900,7550,62%,2025-09-02,2025/9/2 23:59,https://store.nintendo.co.kr/70010000039139
removed,Into The Emberlands,7800,6240,20%,2025-09-02,2025/9/2 23:59,https://store.nintendo.co.kr/70010000075649
removed,Anna's Quest,19000,1900,90%,2025-09-02,2025/9/2 23:59,https://store.nintendo.co.kr/70010000042641
