status,Game Name,Original Price,Sale Price,Sale Rate,Date,End Date,Page Link
added,식스타 게이트: 스타게이저,16500,14850,10%,2025-08-25,2025/9/7 23:59,https://store.nintendo.co.kr/70010000091596
added,러브 딜리버리,19800,17820,10%,2025-08-25,2025/9/7 23:59,https://store.nintendo.co.kr/70010000079922
added,Drift Master Simulator 2024 - Driving Sim,16990,7090,58%,2025-08-25,2025/9/7 23:59,https://store.nintendo.co.kr/70010000070322
added,농부 시뮬레이터 에볼루션 (Farmer Simulator Evolution),26000,3900,85%,2025-08-25,2025/9/20 23:59,https://store.nintendo.co.kr/70010000075431
added,다른 도형을 찾아라!,3900,1950,50%,2025-08-25,2025/9/20 23:59,https://store.nintendo.co.kr/70010000093960
added,세계 국기 마스터,3900,1950,50%,2025-08-25,2025/9/20 23:59,https://store.nintendo.co.kr/70010000093647
added,길잡이: 정의의 분노 - Cloud Version (Pathfinder: Wrath of the Righteous - Cloud Version),22400,7840,65%,2025-08-25,2025/9/5 23:59,https://store.nintendo.co.kr/70010000055591
added,일본어 한자 生 50가지 읽기 퀴즈,3900,1950,50%,2025-08-25,2025/9/20 23:59,https://store.nintendo.co.kr/70010000094272
added,Neon Drifter - Cyber Racing,14990,2490,83%,2025-08-25,2025/9/7 23:59,https://store.nintendo.co.kr/70010000074284
added,Solomon Snow: First Contact,5990,2990,50%,2025-08-25,2025/9/7 23:59,https://store.nintendo.co.kr/70010000080550
added,Need For Race - Street King,11990,1000,92%,2025-08-25,2025/9/7 23:59,https://store.nintendo.co.kr/70010000090543
added,Shark Simulator : Ocean Predator Survival,11990,1000,92%,2025-08-25,2025/9/7 23:59,https://store.nintendo.co.kr/70010000086854
added,Hentai Sudoku,26060,1990,92%,2025-08-25,2025/9/20 23:59,https://store.nintendo.co.kr/70010000074835
added,동화를 방문하는 고양이들 : Cats Visiting Fairy Tales,4990,3740,25%,2025-08-25,2025/9/8 23:59,https://store.nintendo.co.kr/70010000097742
added,작은 고양이 : tiny Cats,4990,3740,25%,2025-08-25,2025/9/8 23:59,https://store.nintendo.co.kr/70010000089295
added,위라 & 탁사: 중력의 마스터에 맞서다,22670,1990,91%,2025-08-25,2025/9/20 23:59,https://store.nintendo.co.kr/70010000076296
added,Cats in Boxes : 박스 속 고양이들,4990,3740,25%,2025-08-25,2025/9/8 23:59,https://store.nintendo.co.kr/70010000086647
added,찾기 게임 빠르게 찾아라!,3900,1950,50%,2025-08-25,2025/9/20 23:59,https://store.nintendo.co.kr/70010000094375
added,러브인 로그인,19800,17820,10%,2025-08-25,2025/9/7 23:59,https://store.nintendo.co.kr/70010000080359
added,귀여운 틀린 그림 찾기,3900,1950,50%,2025-08-25,2025/9/20 23:59,https://store.nintendo.co.kr/70010000094269
added,Cowboy Duel: Red Wild West Massacre,17990,2990,83%,2025-08-25,2025/9/7 23:59,https://store.nintendo.co.kr/70010000085674
added,The Uncertain: Last Quiet Day,13500,2700,80%,2025-08-25,2025/9/5 23:59,https://store.nintendo.co.kr/70010000033800
added,Metroplex Zero: Sci-Fi Card Battler,13990,2790,80%,2025-08-25,2025/9/7 23:59,https://store.nintendo.co.kr/70010000082495
added,Biped,15500,3100,80%,2025-08-25,2025/9/5 23:59,https://store.nintendo.co.kr/70010000030271
