status,Game Name,Original Price,Sale Price,Sale Rate,Date,End Date,Page Link
added,WILD HEARTS S,59800,53820,10%,2025-09-12,2025/10/8 23:59,https://store.nintendo.co.kr/70010000097421
added,Hotel Business Simulator,14590,3990,73%,2025-09-12,2025/9/25 23:59,https://store.nintendo.co.kr/70010000095589
added,마리의 아틀리에 Remake ~잘부르그의 연금술사~,59800,29900,50%,2025-09-12,2025/10/8 23:59,https://store.nintendo.co.kr/70010000059379
added,Labyrinth Runner - Horror Escape  Survive Simulator,6800,3990,41%,2025-09-12,2025/9/25 23:59,https://store.nintendo.co.kr/70010000064411
added,Adore,19800,13860,30%,2025-09-12,2025/9/29 23:59,https://store.nintendo.co.kr/70010000067366
added,BAND GIRLS,4620,2770,40%,2025-09-12,2025/9/17 23:59,https://store.nintendo.co.kr/70010000104980
added,유미아의 아틀리에 ~추억의 연금술사와 창환의 땅~,69800,48860,30%,2025-09-12,2025/10/8 23:59,https://store.nintendo.co.kr/70010000085994
added,Color Water Sort,7150,2850,60%,2025-09-12,2025/9/19 23:59,https://store.nintendo.co.kr/70010000099243
added,그래비티 트라이얼스: 언더그라운드 (Gravity Trials: Underground),16500,7990,52%,2025-09-12,2025/10/6 23:59,https://store.nintendo.co.kr/70010000104952
added,루루아의 아틀리에 ～알란드의 연금술사4～,64800,21380,67%,2025-09-12,2025/10/8 23:59,https://store.nintendo.co.kr/70010000019738
added,진격의거인２ -Final Battle-,64800,32400,50%,2025-09-12,2025/10/8 23:59,https://store.nintendo.co.kr/70070000006284
added,Deep Deep Deep Nightmare,13800,9660,30%,2025-09-12,2025/9/29 23:59,https://store.nintendo.co.kr/70010000088548
added,Rider Among Dead - Mad Zombie Killer Machine Survival,6800,4490,34%,2025-09-12,2025/9/25 23:59,https://store.nintendo.co.kr/70010000064622
added,9 Lives to Defend,5490,3990,27%,2025-09-12,2025/10/1 23:59,https://store.nintendo.co.kr/70010000103246
added,젤다무쌍 하이랄의 전설들 DX,74800,49360,34%,2025-09-12,2025/10/8 23:59,https://store.nintendo.co.kr/70010000009162
added,Stunt Scooter Simulator,16990,3990,77%,2025-09-12,2025/9/25 23:59,https://store.nintendo.co.kr/70010000077732
added,West Hunt,10500,5250,50%,2025-09-12,2025/9/18 23:59,https://store.nintendo.co.kr/70010000076552
added,WWII AIRPLANE FIGHT - Battle War Squad,17990,4990,72%,2025-09-12,2025/9/25 23:59,https://store.nintendo.co.kr/70010000078064
added,Grief like a stray dog,11800,9440,20%,2025-09-12,2025/9/24 23:59,https://store.nintendo.co.kr/70010000094966
added,네르케와 전설의 연금술사들 ~새로운 대지의 아틀리에~,64800,14900,77%,2025-09-12,2025/10/8 23:59,https://store.nintendo.co.kr/70010000010825
added,FAIRY TAIL,69800,23030,67%,2025-09-12,2025/10/8 23:59,https://store.nintendo.co.kr/70010000022096
added,무쌍OROCHI3 Ultimate,64800,32400,50%,2025-09-12,2025/10/8 23:59,https://store.nintendo.co.kr/70070000009402
added,Max Reckoning - A Criminal Thief Story With Shooter & Quest,15990,3990,75%,2025-09-12,2025/9/25 23:59,https://store.nintendo.co.kr/70010000066548
added,진・삼국무쌍８ Empires,64800,32400,50%,2025-09-12,2025/10/8 23:59,https://store.nintendo.co.kr/70010000033961
added,Beat Them Up - Street Fight Band Simulator,6990,3990,43%,2025-09-12,2025/9/25 23:59,https://store.nintendo.co.kr/70010000064632
added,Madness Brutal Fighting - Mortal Fight Battle Attack Multiplayer,6800,3990,41%,2025-09-12,2025/9/25 23:59,https://store.nintendo.co.kr/70010000064488
added,FAIRY TAIL 2,69800,45370,35%,2025-09-12,2025/10/8 23:59,https://store.nintendo.co.kr/70010000082887
added,Sugoi Girls: Attractive Archer,9000,2990,67%,2025-09-12,2025/10/15 23:59,https://store.nintendo.co.kr/70010000100683
added,소피의 아틀리에2 ~신비한 꿈의 연금술사~,69800,34900,50%,2025-09-12,2025/10/8 23:59,https://store.nintendo.co.kr/70010000041914
added,Glover (QUByte Classics),26350,18440,30%,2025-09-12,2025/9/29 23:59,https://store.nintendo.co.kr/70010000058108
added,Forklift Simulator 2024,17000,3990,77%,2025-09-12,2025/9/25 23:59,https://store.nintendo.co.kr/70010000075813
added,Slasher - Sword RPG Impact Simulator,11990,3990,67%,2025-09-12,2025/9/25 23:59,https://store.nintendo.co.kr/70010000067206
added,ROLLING STAR,14100,12690,10%,2025-09-12,2025/9/17 23:59,https://store.nintendo.co.kr/70010000101962
added,Snapshot Girls 2,26990,5390,80%,2025-09-12,2025/10/9 23:59,https://store.nintendo.co.kr/70010000105653
added,무쌍: 어비스,29800,22350,25%,2025-09-12,2025/10/8 23:59,https://store.nintendo.co.kr/70010000087148
added,마녀가미－The Witch of Luludidea－,65000,58500,10%,2025-09-12,2025/10/29 23:59,https://store.nintendo.co.kr/70010000097799
added,마녀가미－The Witch of Luludidea－,55000,49500,10%,2025-09-12,2025/10/29 23:59,https://store.nintendo.co.kr/70010000100993
added,두뇌 트레이닝! 그림 퍼즐,3900,2900,26%,2025-09-12,2025/9/17 23:59,https://store.nintendo.co.kr/70010000105093
added,대항해시대4 with 파워업키트 HD Version,49800,34860,30%,2025-09-12,2025/10/8 23:59,https://store.nintendo.co.kr/70010000035676
added,VACUUM BALL,6990,4190,40%,2025-09-12,2025/9/25 23:59,https://store.nintendo.co.kr/70010000080942
added,Amelia's Garden,13200,1990,85%,2025-09-12,2025/10/8 23:59,https://store.nintendo.co.kr/70010000087238
added,Story of Abandoned School - Silent Escape Horror,14990,4440,70%,2025-09-12,2025/9/25 23:59,https://store.nintendo.co.kr/70010000065628
added,Fast Food 2025 Simulator,11990,3990,67%,2025-09-12,2025/9/25 23:59,https://store.nintendo.co.kr/70010000093334
added,Mists of Noyah,13800,9660,30%,2025-09-12,2025/9/29 23:59,https://store.nintendo.co.kr/70010000065946
removed,Pachi Pachi 2 On A Roll,10000,3000,70%,2025-09-11,2025/9/11 23:59,https://store.nintendo.co.kr/70010000057081
removed,"All Noobs must die! Craft, Survival, Mine",17990,2790,84%,2025-09-11,2025/9/11 23:59,https://store.nintendo.co.kr/70010000079057
removed,The Cosmic Wheel Sisterhood,19500,9750,50%,2025-09-11,2025/9/11 23:59,https://store.nintendo.co.kr/70010000064686
removed,작은 용 이야기,16890,1990,88%,2025-09-11,2025/9/11 23:59,https://store.nintendo.co.kr/70010000063861
removed,Card Shark,22000,5500,75%,2025-09-11,2025/9/11 23:59,https://store.nintendo.co.kr/70010000053644
