status,Game Name,Original Price,Sale Price,Sale Rate,Date,End Date,Page Link
added,Lost Ruins,20500,8200,60%,2025-08-19,2025/9/1 23:59,https://store.nintendo.co.kr/70010000053235
added,8번 승강장,4500,3600,20%,2025-08-19,2025/9/14 23:59,https://store.nintendo.co.kr/70010000085175
added,나인 솔즈 (Nine Sols),34800,20880,40%,2025-08-19,2025/9/1 23:59,https://store.nintendo.co.kr/70010000073075
added,Smelter,22000,8800,60%,2025-08-19,2025/9/1 23:59,https://store.nintendo.co.kr/70010000027679
added,"Little Kitty, Big City",29900,17940,40%,2025-08-19,2025/9/1 23:59,https://store.nintendo.co.kr/70010000077505
added,Untitled Goose Game,20500,10250,50%,2025-08-19,2025/9/1 23:59,https://store.nintendo.co.kr/70010000067772
added,검과 뼈 2,13170,1990,85%,2025-08-19,2025/9/14 23:59,https://store.nintendo.co.kr/70010000063240
added,동물 타워 배틀,4800,3360,30%,2025-08-19,2025/9/1 23:59,https://store.nintendo.co.kr/70010000083838
added,Roadwarden,15000,12000,20%,2025-08-19,2025/8/24 23:59,https://store.nintendo.co.kr/70010000063730
added,장미와 동백 - 호화찬란 버전,15560,6220,60%,2025-08-19,2025/9/14 23:59,https://store.nintendo.co.kr/70010000062210
added,GLITCH: Dead Loop Horror,12250,2760,77%,2025-08-19,2025/9/3 23:59,https://store.nintendo.co.kr/70010000099409
added,기묘한 여행,22450,1990,91%,2025-08-19,2025/9/14 23:59,https://store.nintendo.co.kr/70010000071386
added,Chicory: A Colorful Tale,25900,12950,50%,2025-08-19,2025/9/1 23:59,https://store.nintendo.co.kr/70010000075474
added,Dungeon Drafters,25270,16420,35%,2025-08-19,2025/9/1 23:59,https://store.nintendo.co.kr/70010000065739
added,The Original Moorhuhn Hunt + Moorhuhn Remake,9400,7520,20%,2025-08-19,2025/9/14 23:59,https://store.nintendo.co.kr/70010000094828
added,TUNG SAHUR Supermarket Simulator,10850,2850,74%,2025-08-19,2025/9/3 23:59,https://store.nintendo.co.kr/70010000098888
added,미제사건은 끝내야 하니까,10800,7560,30%,2025-08-19,2025/9/14 23:59,https://store.nintendo.co.kr/70010000083095
added,와일다고치: 가상애완동물,16650,1990,88%,2025-08-19,2025/9/14 23:59,https://store.nintendo.co.kr/70010000063158
added,The Star Named EOS - 별을 향한 여정,16500,11550,30%,2025-08-19,2025/9/14 23:59,https://store.nintendo.co.kr/70010000072432
added,Pixel Boy - Lost in the Castle,5990,2990,50%,2025-08-19,2025/9/14 23:59,https://store.nintendo.co.kr/70010000061700
added,MYSIDE REALITY,20990,3990,81%,2025-08-19,2025/9/1 23:59,https://store.nintendo.co.kr/70010000097874
added,OneShot: World Machine Edition,17650,11470,35%,2025-08-19,2025/9/1 23:59,https://store.nintendo.co.kr/70010000051301
added,Redemption Reapers,39000,19500,50%,2025-08-19,2025/9/1 23:59,https://store.nintendo.co.kr/70010000058985
added,ENDER MAGNOLIA: Bloom in the Mist,34000,22100,35%,2025-08-19,2025/9/1 23:59,https://store.nintendo.co.kr/70010000078172
added,스포츠와 놀이 수영,24990,1990,92%,2025-08-19,2025/9/14 23:59,https://store.nintendo.co.kr/70010000057334
added,퓨리 파이트: 도시의 갱스터,16930,1990,88%,2025-08-19,2025/9/14 23:59,https://store.nintendo.co.kr/70010000060499
added,페이퍼 io 2,7150,2500,65%,2025-08-19,2025/9/14 23:59,https://store.nintendo.co.kr/70010000075739
added,Abomi Nation,20000,8000,60%,2025-08-19,2025/9/1 23:59,https://store.nintendo.co.kr/70010000070574
added,Astalon: Tears Of The Earth,23650,11820,50%,2025-08-19,2025/9/1 23:59,https://store.nintendo.co.kr/70010000047461
added,SCHiM,27000,16200,40%,2025-08-19,2025/9/14 23:59,https://store.nintendo.co.kr/70010000079745
added,아니메 파라다이스,26140,1990,92%,2025-08-19,2025/9/14 23:59,https://store.nintendo.co.kr/70010000070952
added,Neko Bento,9700,1990,79%,2025-08-19,2025/9/14 23:59,https://store.nintendo.co.kr/70010000088874
added,PICO PARK 2,9900,6930,30%,2025-08-19,2025/9/1 23:59,https://store.nintendo.co.kr/70010000077282
added,The Witch's House MV,17650,7060,60%,2025-08-19,2025/9/1 23:59,https://store.nintendo.co.kr/70010000054072
added,Blade Chimera,21500,15050,30%,2025-08-19,2025/9/14 23:59,https://store.nintendo.co.kr/70010000072399
added,Arranger: A Role-Puzzling Adventure,24900,9960,60%,2025-08-19,2025/9/1 23:59,https://store.nintendo.co.kr/70010000077908
added,도시전설 해체센터,19500,17550,10%,2025-08-19,2025/9/1 23:59,https://store.nintendo.co.kr/70010000073248
added,Howl,12500,6250,50%,2025-08-19,2025/9/14 23:59,https://store.nintendo.co.kr/70010000073694
added,8번 출구,4500,3600,20%,2025-08-19,2025/9/14 23:59,https://store.nintendo.co.kr/70010000079121
added,Mudness Offroad Car Simulator Runner,18990,2990,84%,2025-08-19,2025/9/1 23:59,https://store.nintendo.co.kr/70010000095812
added,TUNIC,39200,19600,50%,2025-08-19,2025/9/1 23:59,https://store.nintendo.co.kr/70010000058412
added,Batbarian: Testament of the Primordials,18550,7420,60%,2025-08-19,2025/9/1 23:59,https://store.nintendo.co.kr/70010000045761
added,믹스 아일랜드: 리믹스 플러스,18290,1990,89%,2025-08-19,2025/9/14 23:59,https://store.nintendo.co.kr/70010000056218
added,Minoria,23650,9460,60%,2025-08-19,2025/9/1 23:59,https://store.nintendo.co.kr/70010000027078
added,보리얼 테네브라 디럭스,10440,1990,81%,2025-08-19,2025/9/14 23:59,https://store.nintendo.co.kr/70010000064553
added,ENDER LILIES: Quietus of the Knights,27980,11190,60%,2025-08-19,2025/9/1 23:59,https://store.nintendo.co.kr/70010000035190
added,Momodora: Reverie Under the Moonlight,23650,9460,60%,2025-08-19,2025/9/1 23:59,https://store.nintendo.co.kr/70010000016130
added,Evertried,23650,9460,60%,2025-08-19,2025/9/1 23:59,https://store.nintendo.co.kr/70010000046259
added,King Jister 3,8590,4290,50%,2025-08-19,2025/9/14 23:59,https://store.nintendo.co.kr/70010000064025
added,열정적인 패자 리그,11990,1990,83%,2025-08-19,2025/9/14 23:59,https://store.nintendo.co.kr/70010000049541
added,Pixel Boy 2 - The Castle Revenge,7990,3990,50%,2025-08-19,2025/9/14 23:59,https://store.nintendo.co.kr/70010000062623
added,PICO PARK,5500,3850,30%,2025-08-19,2025/9/1 23:59,https://store.nintendo.co.kr/70010000019265
added,Alina of the Arena,17650,10590,40%,2025-08-19,2025/9/1 23:59,https://store.nintendo.co.kr/70010000073298
added,Bug Fables: The Everlasting Sapling,31000,12400,60%,2025-08-19,2025/9/1 23:59,https://store.nintendo.co.kr/70010000055162
removed,Killer Frequency,31800,9540,70%,2025-08-18,2025/8/18 23:59,https://store.nintendo.co.kr/70010000057381
removed,바람의 크로노아 1&2 모험의 시작,49800,14800,70%,2025-08-18,2025/8/18 23:59,https://store.nintendo.co.kr/70010000044650
removed,스파이 패밀리 오퍼레이션 다이어리,59800,41800,30%,2025-08-18,2025/8/18 23:59,https://store.nintendo.co.kr/70010000064542
