Game Name,Original Price,Sale Price,Sale Rate,Date,End Date,Page Link
Fitness Boxing Fist of the North Star,79800,7980,90%,2025-09-23,2025/9/26 23:59,https://store.nintendo.co.kr/70010000058856
It Takes Two,47000,14100,70%,2025-09-23,2025/9/23 23:59,https://store.nintendo.co.kr/70070000014923
도라에몽 진구의 목장 이야기,59800,5800,90%,2025-09-23,2025/9/29 23:59,https://store.nintendo.co.kr/70010000019943
메트로이드 프라임 리마스터,44800,31360,30%,2025-09-23,2025/9/25 23:59,https://store.nintendo.co.kr/70010000063711
태고의 달인 쿵딱! 원더풀 페스티벌,59800,14800,75%,2025-09-23,2025/9/29 23:59,https://store.nintendo.co.kr/70010000035482
TRIANGLE STRATEGY,69800,27920,60%,2025-09-23,2025/9/24 23:59,https://store.nintendo.co.kr/70010000037867
Unravel Two,24000,7200,70%,2025-09-23,2025/9/23 23:59,https://store.nintendo.co.kr/70010000015567
디지몬 서바이브,59800,9800,84%,2025-09-23,2025/9/29 23:59,https://store.nintendo.co.kr/70010000042188
마리오와 소닉 AT 2020 도쿄 올림픽™,59800,29900,50%,2025-09-23,2025/9/23 23:59,https://store.nintendo.co.kr/70010000013896
리틀 나이트메어 2 (Little Nightmares II),29800,9800,67%,2025-09-23,2025/9/29 23:59,https://store.nintendo.co.kr/70010000021687
OCTOPATH TRAVELER,59800,23920,60%,2025-09-23,2025/9/24 23:59,https://store.nintendo.co.kr/70010000013051
다함께 쿠키요미4,8900,5670,36%,2025-09-23,2025/10/15 23:59,https://store.nintendo.co.kr/70010000088682
소드 아트 온라인: 할로우 리얼라이제이션 Deluxe Edition,54800,4800,91%,2025-09-23,2025/10/5 23:59,https://store.nintendo.co.kr/70010000011357
HYKE:Northern Light(s),31700,28530,10%,2025-09-23,2025/10/3 23:59,https://store.nintendo.co.kr/70010000075222
죠죠의 기묘한 모험 올 스타 배틀 R,59800,11800,80%,2025-09-23,2025/9/23 23:59,https://store.nintendo.co.kr/70010000054238
Super Bunny Man,16000,12000,25%,2025-09-23,2025/10/4 23:59,https://store.nintendo.co.kr/70010000075281
Street Fighter 6,44800,22400,50%,2025-09-23,2025/10/12 23:59,https://store.nintendo.co.kr/70010000095205
Dinkum(딩컴),24000,21600,10%,2025-09-23,2025/11/6 08:59,https://store.nintendo.co.kr/70010000088500
다함께 쿠키요미2 ～레이와～,5250,2620,50%,2025-09-23,2025/9/23 23:59,https://store.nintendo.co.kr/70010000031984
디즈니 썸썸 페스티벌,59800,5800,90%,2025-09-23,2025/9/29 23:59,https://store.nintendo.co.kr/70010000022755
Moving Out 2,34800,13920,60%,2025-09-23,2025/9/29 23:59,https://store.nintendo.co.kr/70010000052931
Tactics Ogre: Reborn,62000,31000,50%,2025-09-23,2025/9/24 23:59,https://store.nintendo.co.kr/70010000036799
태고의 달인 쿵딱! 두 가지 RPG 대모험,54800,16800,69%,2025-09-23,2025/9/23 23:59,https://store.nintendo.co.kr/70010000032292
Need for Speed™ Hot Pursuit Remastered,47000,9400,80%,2025-09-23,2025/9/23 23:59,https://store.nintendo.co.kr/70010000029276
다함께 쿠키요미4 Nintendo Switch 2 Edition,14500,10150,30%,2025-09-23,2026/1/31 23:59,https://store.nintendo.co.kr/70010000100767
바텐 카이토스 Ⅰ＆Ⅱ HD Remaster,59800,17800,70%,2025-09-23,2025/9/23 23:59,https://store.nintendo.co.kr/70010000055736
Timberman VS,2000,1000,50%,2025-09-23,2025/10/14 23:59,https://store.nintendo.co.kr/70010000046323
GOD WARS The Complete Legend,52600,5260,90%,2025-09-23,2025/9/24 23:59,https://store.nintendo.co.kr/70010000012582
LIMBO,11000,1100,90%,2025-09-23,2025/10/5 23:59,https://store.nintendo.co.kr/70010000063879
Super Mega Baseball™ 4 Standard Edition,59000,5900,90%,2025-09-23,2025/9/23 23:59,https://store.nintendo.co.kr/70010000048938
