Game Name,Original Price,Sale Price,Sale Rate,Date,End Date,Page Link
8번 출구,4500,3600,20%,2025-11-04,2025/11/17 23:59,https://store.nintendo.co.kr/70010000079121
저스트 댄스 2025 에디션,59000,23000,61%,2025-11-04,2025/11/12 23:59,https://store.nintendo.co.kr/70070000020994
다함께 쿠키요미,5250,2620,50%,2025-11-04,2025/11/4 23:59,https://store.nintendo.co.kr/70010000027865
Dinkum(딩컴),24000,21600,10%,2025-11-04,2025/11/6 08:59,https://store.nintendo.co.kr/70010000088500
장미와 동백 - 호화찬란 버전,15560,6220,60%,2025-11-04,2025/11/17 23:59,https://store.nintendo.co.kr/70010000062210
마리오와 소닉 AT 2020 도쿄 올림픽™,59800,29900,50%,2025-11-04,2025/11/4 23:59,https://store.nintendo.co.kr/70010000013896
8번 승강장,4500,3600,20%,2025-11-04,2025/11/17 23:59,https://store.nintendo.co.kr/70010000085175
도라에몽 진구의 목장 이야기,59800,5800,90%,2025-11-04,2025/11/23 23:59,https://store.nintendo.co.kr/70010000019943
라스트 캠프파이어,16000,1600,90%,2025-11-04,2025/11/5 23:59,https://store.nintendo.co.kr/70010000028623
바텐 카이토스 Ⅰ＆Ⅱ HD Remaster,59800,17800,70%,2025-11-04,2025/11/16 23:59,https://store.nintendo.co.kr/70010000055736
트라인 4: 악몽의 왕자,35000,7000,80%,2025-11-04,2025/11/5 23:59,https://store.nintendo.co.kr/70010000028296
No Man's Sky Nintendo Switch 2 Edition,64800,25920,60%,2025-11-04,2025/11/5 23:59,https://store.nintendo.co.kr/70010000099218
Shift Happens,12000,1200,90%,2025-11-04,2025/11/4 23:59,https://store.nintendo.co.kr/70010000052333
Vampire Survivors,4990,3740,25%,2025-11-04,2025/11/13 23:59,https://store.nintendo.co.kr/70010000058999
다함께 쿠키요미2 ～레이와～,5250,2620,50%,2025-11-04,2025/11/25 23:59,https://store.nintendo.co.kr/70010000031984
Goblin Sword,7000,1900,73%,2025-11-04,2025/11/19 23:59,https://store.nintendo.co.kr/70010000030187
