Game Name,Original Price,Sale Price,Sale Rate,Date,End Date,Page Link
호그와트 레거시 Hogwarts Legacy,79800,15960,80%,2025-09-02,2025/9/7 23:59,https://store.nintendo.co.kr/70010000062279
8번 출구,4500,3600,20%,2025-09-02,2025/9/14 23:59,https://store.nintendo.co.kr/70010000079121
미제사건은 끝내야 하니까,10800,7560,30%,2025-09-02,2025/9/14 23:59,https://store.nintendo.co.kr/70010000083095
Rayman® Legends Definitive Edition,39800,8000,80%,2025-09-02,2025/9/10 23:59,https://store.nintendo.co.kr/70010000012132
저스트 댄스 2025 에디션,59000,23500,60%,2025-09-02,2025/9/10 23:59,https://store.nintendo.co.kr/70070000020994
8번 승강장,4500,3600,20%,2025-09-02,2025/9/14 23:59,https://store.nintendo.co.kr/70010000085175
다함께 쿠키요미,5250,2620,50%,2025-09-02,2025/9/2 23:59,https://store.nintendo.co.kr/70010000027865
장미와 동백 - 호화찬란 버전,15560,6220,60%,2025-09-02,2025/9/14 23:59,https://store.nintendo.co.kr/70010000062210
No Man's Sky Nintendo Switch 2 Edition,64800,25920,60%,2025-09-02,2025/9/8 23:59,https://store.nintendo.co.kr/70010000099218
프린세스 메이커 2 리제네레이션（Princess Maker 2 Regeneration）,38900,19450,50%,2025-09-02,2025/9/10 23:59,https://store.nintendo.co.kr/70010000067840
The Witcher 3: Wild Hunt — Complete Edition,64800,16200,75%,2025-09-02,2025/9/10 23:59,https://store.nintendo.co.kr/70010000020989
No Man's Sky,64800,25920,60%,2025-09-02,2025/9/8 23:59,https://store.nintendo.co.kr/70010000044639
페르시아의 왕자: 잃어버린 왕관,47000,16000,66%,2025-09-02,2025/9/10 23:59,https://store.nintendo.co.kr/70010000057918
라스트 캠프파이어,16000,1600,90%,2025-09-02,2025/9/8 23:59,https://store.nintendo.co.kr/70010000028623
사이버펑크 2077: 얼티밋 에디션,89900,80900,10%,2025-09-02,2025/9/10 23:59,https://store.nintendo.co.kr/70010000095549
Biped,15500,3100,80%,2025-09-02,2025/9/5 23:59,https://store.nintendo.co.kr/70010000030271
8번 출구 Nintendo Switch 2 Edition,6000,5100,15%,2025-09-02,2025/9/14 23:59,https://store.nintendo.co.kr/70010000104374
MONOPOLY®,35000,17000,51%,2025-09-02,2025/9/10 23:59,https://store.nintendo.co.kr/70010000069634
드래곤볼 파이터즈,29800,4800,84%,2025-09-02,2025/9/16 23:59,https://store.nintendo.co.kr/70010000012963
괴혼 ~굴려라 돌아온 왕자님~,32800,6800,79%,2025-09-02,2025/9/16 23:59,https://store.nintendo.co.kr/70010000035378
죠죠의 기묘한 모험 올 스타 배틀 R,59800,11800,80%,2025-09-02,2025/9/23 23:59,https://store.nintendo.co.kr/70010000054238
다함께 쿠키요미2 ～레이와～,5250,2620,50%,2025-09-02,2025/9/23 23:59,https://store.nintendo.co.kr/70010000031984
호그와트 레거시Hogwarts Legacy,79800,55860,30%,2025-09-02,2025/9/7 23:59,https://store.nintendo.co.kr/70010000095419
마녀의 샘R,49800,32370,35%,2025-09-02,2025/9/8 02:59,https://store.nintendo.co.kr/70010000080740
Ace Angler 낚시 스피릿 파닥파닥 즐거운 수족관,54800,19800,64%,2025-09-02,2025/9/16 23:59,https://store.nintendo.co.kr/70010000054583
ASSASSIN’S CREED® THE EZIO COLLECTION,55000,13500,75%,2025-09-02,2025/9/10 23:59,https://store.nintendo.co.kr/70010000038688
선 헤이븐,35000,24500,30%,2025-09-02,2025/9/5 23:59,https://store.nintendo.co.kr/70010000073885
이스 메모와르 -펠가나의 맹세-,48800,24400,50%,2025-09-02,2025/9/10 23:59,https://store.nintendo.co.kr/70010000065374
Cult of the Lamb,25000,12500,50%,2025-09-02,2025/9/11 23:59,https://store.nintendo.co.kr/70010000047970
드래곤볼 Z 카카로트 + 새로운 각성 편,29800,19800,34%,2025-09-02,2025/9/23 23:59,https://store.nintendo.co.kr/70010000035339
The Witcher 3: Wild Hunt,34990,8740,75%,2025-09-02,2025/9/10 23:59,https://store.nintendo.co.kr/70010000033069
루트 필름,69800,13960,80%,2025-09-02,2025/9/10 23:59,https://store.nintendo.co.kr/70010000031179
사이코데믹 ~특수 수사 사건부 X-FILE~,34800,20880,40%,2025-09-02,2025/9/10 23:59,https://store.nintendo.co.kr/70010000086962
Inscryption,22000,8800,60%,2025-09-02,2025/9/11 23:59,https://store.nintendo.co.kr/70010000051031
Enter the Gungeon (한국어판),17250,4310,75%,2025-09-02,2025/9/11 23:59,https://store.nintendo.co.kr/70010000043522
Crypt of the NecroDancer: Nintendo Switch Edition,19800,3960,80%,2025-09-02,2025/9/12 23:59,https://store.nintendo.co.kr/70010000042071
더 네임리스: 슬레이 드래곤（The Nameless: Slay Dragon),19500,15600,20%,2025-09-02,2025/9/11 23:59,https://store.nintendo.co.kr/70010000099851
돌연변이특공대 닌자거북이: 스플린터의 운명(Teenage Mutant Ninja Turtles: Splintered Fate),37900,18950,50%,2025-09-02,2025/9/9 23:59,https://store.nintendo.co.kr/70010000078906
Celeste,21500,5370,75%,2025-09-02,2025/9/10 23:59,https://store.nintendo.co.kr/70010000064972
안개탐정Tales of the Neon Sea,42000,12600,70%,2025-09-02,2025/9/10 23:59,https://store.nintendo.co.kr/70010000050042
LIVE A LIVE,59800,23920,60%,2025-09-02,2025/9/10 23:59,https://store.nintendo.co.kr/70010000050943
Wildcat Gun Machine,16400,1640,90%,2025-09-02,2025/9/2 23:59,https://store.nintendo.co.kr/70010000044392
LEGO® 인크레더블,62000,4960,92%,2025-09-02,2025/9/7 23:59,https://store.nintendo.co.kr/70010000010701
Assassin’s Creed®: The Rebel Collection,49500,12300,75%,2025-09-02,2025/9/10 23:59,https://store.nintendo.co.kr/70010000019187
포셔노믹스 -신비한 마법물약 상점-,33000,23100,30%,2025-09-02,2025/9/10 23:59,https://store.nintendo.co.kr/70010000084138
Rabbids 서유기: 광란의 파티,45500,9000,80%,2025-09-02,2025/9/10 23:59,https://store.nintendo.co.kr/70010000039786
LEGO® Star Wars™: 스카이워커 사가 (The Skywalker Saga),64800,12960,80%,2025-09-02,2025/9/7 23:59,https://store.nintendo.co.kr/70010000049038
Death's Door,23350,5830,75%,2025-09-02,2025/9/11 23:59,https://store.nintendo.co.kr/70010000048195
Neko Bento 2,8250,1990,76%,2025-09-02,2025/9/23 23:59,https://store.nintendo.co.kr/70010000103873
Blade Chimera,21500,15050,30%,2025-09-02,2025/9/14 23:59,https://store.nintendo.co.kr/70010000072399
우마무스메 프리티 더비 열혈 우당탕탕 대감사제! SPECIAL EDITION,54800,16440,70%,2025-09-02,2025/9/10 23:59,https://store.nintendo.co.kr/70070000023305
온천골 스토리2(Hot Springs Story 2),15000,4950,67%,2025-09-02,2025/9/2 23:59,https://store.nintendo.co.kr/70010000035622
Death's Gambit: Afterlife (데스 갬빗: 애프터라이프),42000,10500,75%,2025-09-02,2025/9/2 23:59,https://store.nintendo.co.kr/70010000049976
Wing of Darkness 유익의 프로일라인,34800,6960,80%,2025-09-02,2025/9/3 23:59,https://store.nintendo.co.kr/70010000034488
Figment,19990,1000,95%,2025-09-02,2025/9/17 23:59,https://store.nintendo.co.kr/70010000039724
메르헨 포레스트,39800,7960,80%,2025-09-02,2025/9/3 23:59,https://store.nintendo.co.kr/70010000033870
바이오쇼크 인피니트: 컴플리트 에디션,22000,8800,60%,2025-09-02,2025/9/14 23:59,https://store.nintendo.co.kr/70010000026234
하츠네 미쿠 Project DIVA MEGA39's,54800,27400,50%,2025-09-02,2025/9/9 23:59,https://store.nintendo.co.kr/70010000025367
7데이즈 오리진스(7Days Origins),14000,9800,30%,2025-09-02,2025/9/19 23:59,https://store.nintendo.co.kr/70010000043760
Project Zombie,18190,2790,85%,2025-09-02,2025/9/2 23:59,https://store.nintendo.co.kr/70010000097189
러브인 로그인,19800,17820,10%,2025-09-02,2025/9/7 23:59,https://store.nintendo.co.kr/70010000080359
히어로 기지 스토리DX (Legends of Heropolis DX),15000,7500,50%,2025-09-02,2025/9/2 23:59,https://store.nintendo.co.kr/70010000081974
