Game Name,Original Price,Sale Price,Sale Rate,Date,End Date,Page Link
Overcooked! All You Can Eat,41000,16400,60%,2025-10-15,2025/10/25 23:59,https://store.nintendo.co.kr/70010000037360
원피스 해적무쌍 4,49800,9800,80%,2025-10-15,2025/10/19 23:59,https://store.nintendo.co.kr/70010000018442
틀린 그림 찾기 전집 -우뇌의 달인- for Nintendo Switch,32800,7800,76%,2025-10-15,2025/10/19 23:59,https://store.nintendo.co.kr/70010000035689
마리오 + 래비드 반짝이는 희망(MARIO + RABBIDS SPARKS OF HOPE),64800,11000,83%,2025-10-15,2025/10/19 23:59,https://store.nintendo.co.kr/70010000054004
다함께 쿠키요미4,8900,5670,36%,2025-10-15,2025/10/15 23:59,https://store.nintendo.co.kr/70010000088682
스노우 브라더스 스페셜 (SNOW BROS. NICK & TOM SPECIAL),19800,13860,30%,2025-10-15,2025/10/15 23:59,https://store.nintendo.co.kr/70010000050351
다함께 쿠키요미,5250,2620,50%,2025-10-15,2025/11/4 23:59,https://store.nintendo.co.kr/70010000027865
Potion Craft: Alchemist Simulator,25900,6470,75%,2025-10-15,2025/10/22 23:59,https://store.nintendo.co.kr/70010000054957
호그와트 레거시 Hogwarts Legacy,79800,15960,80%,2025-10-15,2025/11/2 23:59,https://store.nintendo.co.kr/70010000062279
환세취호전 플러스,29800,20860,30%,2025-10-15,2025/10/15 23:59,https://store.nintendo.co.kr/70010000069080
삼국지8 REMAKE,69800,41880,40%,2025-10-15,2025/10/22 23:59,https://store.nintendo.co.kr/70010000074591
PATAPON 1+2 REPLAY,39800,31800,20%,2025-10-15,2025/10/19 23:59,https://store.nintendo.co.kr/70010000088392
에이스 컴뱃 7: 스카이즈 언노운 디럭스 에디션（ACE COMBAT™7: SKIES UNKNOWN DELUXE EDITION）,49800,16800,66%,2025-10-15,2025/10/26 23:59,https://store.nintendo.co.kr/70010000074353
백영웅전 Eiyuden Chronicle: Hundred Heroes,54800,19180,65%,2025-10-15,2025/10/22 23:59,https://store.nintendo.co.kr/70010000076240
ENDER LILIES: Quietus of the Knights,27980,11190,60%,2025-10-15,2025/10/15 23:59,https://store.nintendo.co.kr/70010000035190
Dinkum(딩컴),24000,21600,10%,2025-10-15,2025/11/6 08:59,https://store.nintendo.co.kr/70010000088500
나루토 X 보루토 나루티밋 스톰 커넥션즈,69800,27800,60%,2025-10-15,2025/10/19 23:59,https://store.nintendo.co.kr/70010000056878
Kingdom Two Crowns,20500,4000,80%,2025-10-15,2025/10/23 23:59,https://store.nintendo.co.kr/70010000042688
삼국지14 with 파워업키트,75800,45480,40%,2025-10-15,2025/10/22 23:59,https://store.nintendo.co.kr/70010000033859
NARUTO -나루토- 질풍전 나루티밋 스톰 4 ROAD TO BORUTO,54800,21800,60%,2025-10-15,2025/10/19 23:59,https://store.nintendo.co.kr/70010000016050
Moving Out,32600,6520,80%,2025-10-15,2025/10/25 23:59,https://store.nintendo.co.kr/70010000029909
다함께 쿠키요미4 Nintendo Switch 2 Edition,14500,10150,30%,2025-10-15,2026/1/31 23:59,https://store.nintendo.co.kr/70010000100767
ENDER MAGNOLIA: Bloom in the Mist,34000,22100,35%,2025-10-15,2025/10/15 23:59,https://store.nintendo.co.kr/70010000078172
THE KING OF FIGHTERS XIII GLOBAL MATCH,29800,14900,50%,2025-10-15,2025/10/22 23:59,https://store.nintendo.co.kr/70010000062312
영웅전설 섬의 궤적 III,57400,22960,60%,2025-10-15,2025/10/22 23:59,https://store.nintendo.co.kr/70010000044995
Unrailed!,25990,5190,80%,2025-10-15,2025/11/4 23:59,https://store.nintendo.co.kr/70010000034669
