Game Name,Original Price,Sale Price,Sale Rate,Date,End Date,Page Link
Sky Races,4700,1000,79%,2025-11-06,2025/11/16 23:59,https://store.nintendo.co.kr/70010000047725
Pocket Soccer,3400,1000,71%,2025-11-06,2025/11/16 23:59,https://store.nintendo.co.kr/70010000046728
No More Heroes 2: Desperate Struggle,22000,7700,65%,2025-11-06,2025/11/21 23:59,https://store.nintendo.co.kr/70010000040929
Dreamscaper,27000,5400,80%,2025-11-06,2025/11/23 23:59,https://store.nintendo.co.kr/70010000043245
스트라이커즈 1945 for Nintendo Switch(STRIKERS 1945 for Nintendo Switch),8800,2640,70%,2025-11-06,2025/11/21 23:59,https://store.nintendo.co.kr/70010000034046
몬스터헌터 스토리즈 2 파멸의 날개,44800,22400,50%,2025-11-06,2025/11/13 23:59,https://store.nintendo.co.kr/70010000016891
쥬라기 월드 에볼루션: 컴플리트 에디션,66660,13330,80%,2025-11-06,2025/11/13 23:59,https://store.nintendo.co.kr/70010000041924
좀비스쿨,4000,1000,75%,2025-11-06,2025/11/11 23:59,https://store.nintendo.co.kr/70010000034770
건바리치 for Nintendo Switch (GUNBARICH for Nintendo Switch),8800,2640,70%,2025-11-06,2025/11/21 23:59,https://store.nintendo.co.kr/70010000018837
하츠네 미쿠 Project DIVA MEGA39's,54800,27400,50%,2025-11-06,2025/11/23 23:59,https://store.nintendo.co.kr/70010000025367
소드 아트 온라인 -페이탈 불릿- Complete Edition,59800,6800,89%,2025-11-06,2025/11/9 23:59,https://store.nintendo.co.kr/70010000014621
사이쿄 컬렉션 Vol.1,34000,10200,70%,2025-11-06,2025/11/21 23:59,https://store.nintendo.co.kr/70010000012889
요새 도시,38000,30400,20%,2025-11-06,2025/12/18 17:59,https://store.nintendo.co.kr/70010000061886
Planet Romance Boys: Conquer the Zodiac Horoscope,34990,13990,60%,2025-11-06,2025/11/12 23:59,https://store.nintendo.co.kr/70010000106962
두뇌 운동! 회전 동물 퍼즐,8900,7900,11%,2025-11-06,2025/11/30 23:59,https://store.nintendo.co.kr/70010000107245
세계유산 대모험 어디 갔어!?,3900,2900,26%,2025-11-06,2025/11/30 23:59,https://store.nintendo.co.kr/70010000107152
1000xRESIST,24900,19920,20%,2025-11-06,2025/11/12 23:59,https://store.nintendo.co.kr/70010000059154
두뇌 트레이닝! 한자를 어떻게 쓰나요?,3900,2900,26%,2025-11-06,2025/11/23 23:59,https://store.nintendo.co.kr/70010000106707
찾아라 탐정！,3900,2900,26%,2025-11-06,2025/11/23 23:59,https://store.nintendo.co.kr/70010000106867
Make it! Yakiimo,7000,5000,29%,2025-11-06,2026/1/27 23:59,https://store.nintendo.co.kr/70010000104477
7th Domain ： Tree of Chaos,29000,23200,20%,2025-11-06,2025/11/18 23:59,https://store.nintendo.co.kr/70010000097252
마녀가미－The Witch of Luludidea－,55000,49500,10%,2025-11-06,2025/11/12 23:59,https://store.nintendo.co.kr/70010000100993
Heroes of Mount Dragon,21500,17200,20%,2025-11-06,2025/11/23 23:59,https://store.nintendo.co.kr/70010000103991
다함께 쿠키요미4 Nintendo Switch 2 Edition,14500,10150,30%,2025-11-06,2026/1/31 23:59,https://store.nintendo.co.kr/70010000100767
NBA 2K26,84800,38160,55%,2025-11-06,2025/11/19 23:59,https://store.nintendo.co.kr/70010000101229
Bodycam Record Shooter,24000,2400,90%,2025-11-06,2025/11/13 23:59,https://store.nintendo.co.kr/70010000101626
CARD SHOP GAME STORE - TCG SIMULATOR,13990,4190,70%,2025-11-06,2025/11/7 23:59,https://store.nintendo.co.kr/70010000099700
Above Snakes,27750,5990,78%,2025-11-06,2025/11/24 23:59,https://store.nintendo.co.kr/70010000082896
Sexy Erotic Xtreme Club,39990,1000,97%,2025-11-06,2025/11/20 23:59,https://store.nintendo.co.kr/70010000104822
Demons Are Coming!,13660,1000,93%,2025-11-06,2025/11/25 23:59,https://store.nintendo.co.kr/70010000100962
Fate/hollow ataraxia REMASTERED,32000,25600,20%,2025-11-06,2025/11/10 23:59,https://store.nintendo.co.kr/70010000099081
The Aquarium does not dance,21500,17200,20%,2025-11-06,2025/11/12 23:59,https://store.nintendo.co.kr/70010000098457
로맨싱 사가 2 리벤지 오브 더 세븐 Nintendo Switch 2 Edition,59800,35880,40%,2025-11-06,2025/11/25 23:59,https://store.nintendo.co.kr/70010000098272
Palland,13990,4190,70%,2025-11-06,2025/11/9 23:59,https://store.nintendo.co.kr/70010000097559
Criminal Cleaner Simulator,13990,4190,70%,2025-11-06,2025/11/6 23:59,https://store.nintendo.co.kr/70010000099646
WWE 2K25,79800,55860,30%,2025-11-06,2025/11/19 23:59,https://store.nintendo.co.kr/70010000099121
Monument Valley 3,21600,16200,25%,2025-11-06,2025/11/25 23:59,https://store.nintendo.co.kr/70010000094783
Bridge Constructor Studio,13500,9450,30%,2025-11-06,2025/11/6 23:59,https://store.nintendo.co.kr/70010000092901
팜랜드,7150,2650,63%,2025-11-06,2025/11/18 23:59,https://store.nintendo.co.kr/70010000075778
Arisen Force: Life Devotee,22330,15180,32%,2025-11-06,2025/11/13 23:59,https://store.nintendo.co.kr/70010000096245
브레이블리 디폴트 FLYING FAIRY HD Remaster,49800,39840,20%,2025-11-06,2025/11/25 23:59,https://store.nintendo.co.kr/70010000095239
Hotel Business Simulator,14590,4270,71%,2025-11-06,2025/11/8 23:59,https://store.nintendo.co.kr/70010000095589
Sniper Scope: 현실적인 전술 슈팅 게임,10000,7000,30%,2025-11-06,2025/11/9 23:59,https://store.nintendo.co.kr/70010000093104
Mighty Mouse Cheese Hunt,4390,1000,77%,2025-11-06,2025/11/16 23:59,https://store.nintendo.co.kr/70010000094303
Car Dealership Business Simulator - 자동차 딜러십 사업 시뮬레이터,15990,4300,73%,2025-11-06,2025/11/17 23:59,https://store.nintendo.co.kr/70010000092212
Cozy Hunt,12000,1800,85%,2025-11-06,2025/11/27 23:59,https://store.nintendo.co.kr/70010000095388
Mine Clicker - Base Craft Building Game,9990,3990,60%,2025-11-06,2025/11/9 23:59,https://store.nintendo.co.kr/70010000092603
Uragun,14440,1440,90%,2025-11-06,2025/11/11 23:59,https://store.nintendo.co.kr/70010000088458
Stickman Odyssey,4400,1000,77%,2025-11-06,2025/11/16 23:59,https://store.nintendo.co.kr/70010000091868
Echoes of the Plum Grove,21500,17200,20%,2025-11-06,2025/11/23 23:59,https://store.nintendo.co.kr/70010000088173
Sid Meier's Civilization® VII (시드 마이어의 문명® VII),67800,44070,35%,2025-11-06,2025/11/19 23:59,https://store.nintendo.co.kr/70010000041427
Car Detailing & Wash Simulator : Luxury Car Cleaner,11990,4790,60%,2025-11-06,2025/11/11 23:59,https://store.nintendo.co.kr/70010000088916
Bubble Shooter World,4300,1000,77%,2025-11-06,2025/11/16 23:59,https://store.nintendo.co.kr/70010000090560
My Cozy Room,12550,2990,76%,2025-11-06,2025/11/26 23:59,https://store.nintendo.co.kr/70010000090182
스나이퍼 자헤드(Sniper Jarhead),14000,7000,50%,2025-11-06,2025/11/19 23:59,https://store.nintendo.co.kr/70010000089734
심연: 백룸 풀의 공포 - ABYSS: BACKROOMS POOLS HORROR,6600,1980,70%,2025-11-06,2025/11/17 23:59,https://store.nintendo.co.kr/70010000089632
숫자를 찾아라!,3900,1950,50%,2025-11-06,2025/11/9 23:59,https://store.nintendo.co.kr/70010000085343
CAFE 0(카페 제로) ~잠자는 야수~ REMASTERED |  CAFE 0 ~The Sleeping Beast~ REMASTERED,22800,15960,30%,2025-11-06,2025/11/12 23:59,https://store.nintendo.co.kr/70010000087852
Fruit Party: 스이카 캐주얼 퍼즐,6600,4620,30%,2025-11-06,2025/11/16 23:59,https://store.nintendo.co.kr/70010000084048
미제사건은 끝내야 하니까,10800,7560,30%,2025-11-06,2025/11/17 23:59,https://store.nintendo.co.kr/70010000083095
얼티메이트 홀리데이,16500,3990,76%,2025-11-06,2025/11/13 23:59,https://store.nintendo.co.kr/70010000085846
Fate/stay night REMASTERED,32000,22400,30%,2025-11-06,2025/11/10 23:59,https://store.nintendo.co.kr/70010000077809
Cat Quest III,22800,13680,40%,2025-11-06,2025/11/25 23:59,https://store.nintendo.co.kr/70010000067862
Hollow Cocoon,17200,15480,10%,2025-11-06,2025/11/9 23:59,https://store.nintendo.co.kr/70010000082460
패밀리 레스토랑을 향유하라,13000,9100,30%,2025-11-06,2025/11/13 23:59,https://store.nintendo.co.kr/70010000070957
34 Sports Games - World Edition,40910,12270,70%,2025-11-06,2025/11/11 23:59,https://store.nintendo.co.kr/70010000078365
TSUKIHIME -A piece of blue glass moon-,75000,45000,40%,2025-11-06,2025/11/12 23:59,https://store.nintendo.co.kr/70010000077994
Spellcats: Auto Card Tactics,12400,3100,75%,2025-11-06,2025/11/9 23:59,https://store.nintendo.co.kr/70010000079305
Surmount,18900,4720,75%,2025-11-06,2025/11/17 23:59,https://store.nintendo.co.kr/70010000077590
텔 미 유어 스토리,14660,2990,80%,2025-11-06,2025/11/21 23:59,https://store.nintendo.co.kr/70010000078997
Another Crab's Treasure,32000,19200,40%,2025-11-06,2025/11/11 23:59,https://store.nintendo.co.kr/70010000051249
수수께끼의 방,8900,4450,50%,2025-11-06,2025/11/19 23:59,https://store.nintendo.co.kr/70010000075231
Pool Together 2,6640,1000,85%,2025-11-06,2025/11/27 23:59,https://store.nintendo.co.kr/70010000077229
폐심2: 심령방송,34800,17400,50%,2025-11-06,2025/11/21 23:59,https://store.nintendo.co.kr/70010000073242
Retro Game Pack,6490,1000,85%,2025-11-06,2025/11/22 23:59,https://store.nintendo.co.kr/70010000046872
내 전골에 뭐 넣었어?!,5600,3920,30%,2025-11-06,2025/11/13 23:59,https://store.nintendo.co.kr/70010000073303
Dolmenjord - Viking Islands (돌멘요르트 - 바이킹 아일랜드),5000,3500,30%,2025-11-06,2025/11/19 23:59,https://store.nintendo.co.kr/70010000074099
VISCO Collection,19800,9900,50%,2025-11-06,2025/11/13 23:59,https://store.nintendo.co.kr/70010000069822
World of Horror,21500,18700,13%,2025-11-06,2025/11/17 23:59,https://store.nintendo.co.kr/70010000069710
Hidden Cats in London,3900,1000,74%,2025-11-06,2025/11/23 23:59,https://store.nintendo.co.kr/70010000066318
소닉 슈퍼스타즈,49800,22410,55%,2025-11-06,2025/11/23 23:59,https://store.nintendo.co.kr/70010000050874
Galaxy Battle,5000,1000,80%,2025-11-06,2025/11/16 23:59,https://store.nintendo.co.kr/70010000072268
스프라우트 밸리,23590,2990,87%,2025-11-06,2025/11/13 23:59,https://store.nintendo.co.kr/70010000067094
불릿배틀 에볼루션(Bullet Battle: Evolution),19000,1000,95%,2025-11-06,2025/11/19 23:59,https://store.nintendo.co.kr/70010000069506
에일리언 워 2 도그파이트,8000,1000,88%,2025-11-06,2025/11/11 23:59,https://store.nintendo.co.kr/70010000066276
Crowded Mysteries,4900,1000,80%,2025-11-06,2025/11/16 23:59,https://store.nintendo.co.kr/70010000068967
Robolt,5000,1000,80%,2025-11-06,2025/11/6 23:59,https://store.nintendo.co.kr/70010000053892
목장이야기 Welcome! 원더풀 라이프,44800,13440,70%,2025-11-06,2025/12/1 23:59,https://store.nintendo.co.kr/70010000059043
룬 팩토리 3 스페셜,54800,27400,50%,2025-11-06,2025/12/1 23:59,https://store.nintendo.co.kr/70010000058663
로지나트레플리코프,16920,3990,76%,2025-11-06,2025/11/9 23:59,https://store.nintendo.co.kr/70010000059869
Chess Pills,3700,1000,73%,2025-11-06,2025/11/9 23:59,https://store.nintendo.co.kr/70010000059091
Samurai Warrior,2800,1000,64%,2025-11-06,2025/11/16 23:59,https://store.nintendo.co.kr/70010000062257
Zodiacats,3800,1000,74%,2025-11-06,2025/11/16 23:59,https://store.nintendo.co.kr/70010000058773
TOEM,25000,5000,80%,2025-11-06,2025/11/16 23:59,https://store.nintendo.co.kr/70010000056151
Classic Games Collection Vol.1+2 Bundle,4000,1000,75%,2025-11-06,2025/11/18 23:59,https://store.nintendo.co.kr/70010000059496
마법사의 밤(WITCH ON THE HOLY NIGHT),66000,39600,40%,2025-11-06,2025/11/12 23:59,https://store.nintendo.co.kr/70010000052132
War of Ships,3590,1000,72%,2025-11-06,2025/11/16 23:59,https://store.nintendo.co.kr/70010000060088
BIOHAZARD VILLAGE CLOUD,44800,11200,75%,2025-11-06,2025/11/13 23:59,https://store.nintendo.co.kr/70010000055678
Super Jagger Bomb,5000,1000,80%,2025-11-06,2025/11/6 23:59,https://store.nintendo.co.kr/70010000056394
Youropa,15500,2320,85%,2025-11-06,2025/11/6 23:59,https://store.nintendo.co.kr/70010000022222
Treasures of The Roman Empire,9350,3740,60%,2025-11-06,2025/11/14 23:59,https://store.nintendo.co.kr/70010000056907
에일리언 워,4000,1000,75%,2025-11-06,2025/11/11 23:59,https://store.nintendo.co.kr/70010000057551
Two Point Campus,38000,7600,80%,2025-11-06,2025/11/23 23:59,https://store.nintendo.co.kr/70010000049706
Coromon,21500,10750,50%,2025-11-06,2025/11/23 23:59,https://store.nintendo.co.kr/70010000038332
Ganryu 2 - Hakuma Kojiro,26000,5200,80%,2025-11-06,2025/11/11 23:59,https://store.nintendo.co.kr/70010000050613
.hack//G.U. Last Recode,49800,4800,90%,2025-11-06,2025/11/16 23:59,https://store.nintendo.co.kr/70010000045381
TRIANGLE STRATEGY,69800,27920,60%,2025-11-06,2025/11/25 23:59,https://store.nintendo.co.kr/70010000037867
Agent A - 숨겨진 퍼즐,23000,11500,50%,2025-11-06,2025/11/7 23:59,https://store.nintendo.co.kr/70010000050406
A Gummy's Life,21900,5470,75%,2025-11-06,2025/11/17 23:59,https://store.nintendo.co.kr/70010000050271
Kittens and Yarn,3400,1000,71%,2025-11-06,2025/11/16 23:59,https://store.nintendo.co.kr/70010000047014
Jumping Quest,2600,1000,62%,2025-11-06,2025/11/16 23:59,https://store.nintendo.co.kr/70010000050278
Grand Theft Auto: 트릴로지 – 데피니티브 에디션,65000,21450,67%,2025-11-06,2025/11/19 23:59,https://store.nintendo.co.kr/70070000013215
Overlanders,6150,1000,84%,2025-11-06,2025/11/22 23:59,https://store.nintendo.co.kr/70010000021524
Darksiders III,45400,29510,35%,2025-11-06,2025/11/12 23:59,https://store.nintendo.co.kr/70010000045632
Battle of Archers,2730,1000,63%,2025-11-06,2025/11/16 23:59,https://store.nintendo.co.kr/70010000047151
Pool Puzzles,4010,1000,75%,2025-11-06,2025/11/16 23:59,https://store.nintendo.co.kr/70010000046486
Doki Doki Literature Club Plus! (두근두근 문예부 플러스!),20500,15370,25%,2025-11-06,2025/11/17 23:59,https://store.nintendo.co.kr/70010000043526
Super Arcade Soccer 2021,8500,1700,80%,2025-11-06,2025/11/6 23:59,https://store.nintendo.co.kr/70010000041735
Stickman: Far East Battle,4140,1000,76%,2025-11-06,2025/11/16 23:59,https://store.nintendo.co.kr/70010000046127
Ravva and the Cyclops Curse,5000,1000,80%,2025-11-06,2025/11/13 23:59,https://store.nintendo.co.kr/70010000039885
스트라이커즈 1945 II for Nintendo Switch(STRIKERS 1945 II for Nintendo Switch),8800,2640,70%,2025-11-06,2025/11/21 23:59,https://store.nintendo.co.kr/70010000034028
Spelunker HD Deluxe,27800,13900,50%,2025-11-06,2025/11/12 23:59,https://store.nintendo.co.kr/70010000035975
Crypt of the NecroDancer: Nintendo Switch Edition,19800,3960,80%,2025-11-06,2025/11/11 23:59,https://store.nintendo.co.kr/70010000042071
inbento,5000,1000,80%,2025-11-06,2025/11/30 23:59,https://store.nintendo.co.kr/70010000041261
Food Truck Tycoon - 푸드 트럭 타이쿤,5600,1000,82%,2025-11-06,2025/11/25 23:59,https://store.nintendo.co.kr/70010000036347
Mad Father,10500,6300,40%,2025-11-06,2025/11/17 23:59,https://store.nintendo.co.kr/70010000035381
목장이야기 올리브 타운과 희망의 대지,59800,17940,70%,2025-11-06,2025/12/1 23:59,https://store.nintendo.co.kr/70010000033280
Super Meat Boy,15000,3750,75%,2025-11-06,2025/11/6 23:59,https://store.nintendo.co.kr/70010000028682
Neoverse 네오버스 트리니티 에디션,26000,7800,70%,2025-11-06,2025/11/12 23:59,https://store.nintendo.co.kr/70010000034988
스트라이커즈 1945 III for Nintendo Switch (STRIKERS 1945 III for Nintendo Switch),8800,2640,70%,2025-11-06,2025/11/21 23:59,https://store.nintendo.co.kr/70010000018903
전국 캐논 for Nintendo Switch (Sengoku Cannon for Nintendo Switch),8800,2640,70%,2025-11-06,2025/11/21 23:59,https://store.nintendo.co.kr/70010000018712
가면라이더 메모리 오브 히어로즈,64800,9800,85%,2025-11-06,2025/11/16 23:59,https://store.nintendo.co.kr/70010000021858
제로 거너 2- for Nintendo Switch (ZERO GUNNER 2- for Nintendo Switch),8800,2640,70%,2025-11-06,2025/11/21 23:59,https://store.nintendo.co.kr/70010000016292
CAPTAIN TSUBASA: RISE OF NEW CHAMPIONS,49800,4800,90%,2025-11-06,2025/11/23 23:59,https://store.nintendo.co.kr/70010000032163
당신을 기다리는 여우 The Fox Awaits Me,48000,9000,81%,2025-11-06,2025/11/18 23:59,https://store.nintendo.co.kr/70010000028699
Ni no Kuni: Wrath of the White Witch,54800,9800,82%,2025-11-06,2025/11/9 23:59,https://store.nintendo.co.kr/70010000016903
드래곤 퀘스트 빌더즈 2 파괴신 시도와 텅 빈 섬,54800,27800,49%,2025-11-06,2025/11/25 23:59,https://store.nintendo.co.kr/70010000020629
섬란 카구라 PEACH BALL,69800,20940,70%,2025-11-06,2025/12/1 23:59,https://store.nintendo.co.kr/70070000006141
섬란 카구라 Reflexions,69800,20940,70%,2025-11-06,2025/12/1 23:59,https://store.nintendo.co.kr/70070000005441
귀무자（Onimusha: Warlords）,19800,9900,50%,2025-11-06,2025/11/30 23:59,https://store.nintendo.co.kr/70010000014924
Child Of Light,22000,4500,80%,2025-11-06,2025/11/12 23:59,https://store.nintendo.co.kr/70010000013586
