Game Name,Original Price,Sale Price,Sale Rate,Date,End Date,Page Link
Overcooked! All You Can Eat,41000,13940,66%,2025-08-14,2025/8/31 23:59,https://store.nintendo.co.kr/70010000037360
It Takes Two,47000,23500,50%,2025-08-14,2025/8/14 23:59,https://store.nintendo.co.kr/70070000014923
짱구는 못말려 나와 박사의 여름 방학~끝나지 않는 7일간의 여행~,59800,29900,50%,2025-08-14,2025/8/17 23:59,https://store.nintendo.co.kr/70010000049558
짱구는 못 말려『탄광마을의 흰둥이』,64800,45360,30%,2025-08-14,2025/8/17 23:59,https://store.nintendo.co.kr/70010000075307
Phoenix Wright: Ace Attorney Trilogy(역전재판 123 나루호도 셀렉션),34800,11480,67%,2025-08-14,2025/8/24 23:59,https://store.nintendo.co.kr/70010000015845
MONSTER HUNTER RISE + SUNBREAK 세트,69800,17450,75%,2025-08-14,2025/8/24 23:59,https://store.nintendo.co.kr/70070000013806
태고의 달인 쿵딱! 원더풀 페스티벌 태고 뮤직 패스 90일 이용권 세트,69800,23800,66%,2025-08-14,2025/9/1 23:59,https://store.nintendo.co.kr/70010000057569
짱구는 못말려 번들,124600,74760,40%,2025-08-14,2025/8/17 23:59,https://store.nintendo.co.kr/70070000026005
역전재판 456 오도로키 셀렉션,54800,27400,50%,2025-08-14,2025/8/24 23:59,https://store.nintendo.co.kr/70010000067774
다함께 쿠키요미,5250,2620,50%,2025-08-14,2025/9/2 23:59,https://store.nintendo.co.kr/70010000027865
Unravel Two,24000,7200,70%,2025-08-14,2025/8/14 23:59,https://store.nintendo.co.kr/70010000015567
페이퍼 트레일 Paper Trail,21500,2150,90%,2025-08-14,2025/8/21 23:59,https://store.nintendo.co.kr/70010000065430
XCOM 2 컬렉션,54000,8100,85%,2025-08-14,2025/8/24 23:59,https://store.nintendo.co.kr/70010000025494
Cat Quest III,22800,13680,40%,2025-08-14,2025/8/27 23:59,https://store.nintendo.co.kr/70010000067862
Trombone Champ,15500,6200,60%,2025-08-14,2025/8/17 23:59,https://store.nintendo.co.kr/70010000065991
역전검사 1&2 미츠루기 셀렉션,44800,33600,25%,2025-08-14,2025/8/24 23:59,https://store.nintendo.co.kr/70010000078418
다함께 쿠키요미4,8900,5340,40%,2025-08-14,2025/8/19 23:59,https://store.nintendo.co.kr/70010000088682
LIMBO,11000,1100,90%,2025-08-14,2025/8/15 23:59,https://store.nintendo.co.kr/70010000063879
Ghosts 'n Goblins Resurrection,35800,11810,67%,2025-08-14,2025/8/24 23:59,https://store.nintendo.co.kr/70010000022554
MONSTER HUNTER RISE + SUNBREAK 더블 디럭스 세트,79800,22340,72%,2025-08-14,2025/8/24 23:59,https://store.nintendo.co.kr/70070000013811
레드 데드 리뎀션,64800,38880,40%,2025-08-14,2025/8/24 23:59,https://store.nintendo.co.kr/70010000058658
도라에몽 진구의 목장이야기 대자연의 왕국과 모두의 집,59800,14800,75%,2025-08-14,2025/8/26 23:59,https://store.nintendo.co.kr/70010000049988
Street Fighter 30th Anniversary Collection,36400,12000,67%,2025-08-14,2025/8/24 23:59,https://store.nintendo.co.kr/70010000008801
Moving Out,32600,6520,80%,2025-08-14,2025/8/31 23:59,https://store.nintendo.co.kr/70010000029909
Staffer Case: 초능력 추리 어드벤처,24800,17360,30%,2025-08-14,2025/8/24 23:59,https://store.nintendo.co.kr/70010000090412
Need for Speed™ Hot Pursuit Remastered,47000,9400,80%,2025-08-14,2025/8/14 23:59,https://store.nintendo.co.kr/70010000029276
아바마마와 돌아온 데굴데굴~쫀득쫀득~ 괴혼,34800,8800,75%,2025-08-14,2025/8/26 23:59,https://store.nintendo.co.kr/70010000055863
The Binding of Isaac: Repentance,51500,38600,25%,2025-08-14,2025/8/20 23:59,https://store.nintendo.co.kr/70010000046719
갓 이터 3,39800,3800,90%,2025-08-14,2025/8/26 23:59,https://store.nintendo.co.kr/70010000019407
SHINOBI 복수의 참격,27800,25020,10%,2025-08-14,2025/8/29 12:59,https://store.nintendo.co.kr/70010000066780
Super Mega Baseball™ 4 Standard Edition,59000,5900,90%,2025-08-14,2025/8/14 23:59,https://store.nintendo.co.kr/70010000048938
