Game Name,Original Price,Sale Price,Sale Rate,Date,End Date,Page Link
Fitness Boxing Fist of the North Star,79800,7980,90%,2025-09-15,2025/9/26 23:59,https://store.nintendo.co.kr/70010000058856
도라에몽 진구의 목장 이야기,59800,5800,90%,2025-09-15,2025/9/29 23:59,https://store.nintendo.co.kr/70010000019943
It Takes Two,47000,14100,70%,2025-09-15,2025/9/23 23:59,https://store.nintendo.co.kr/70070000014923
드래곤볼 파이터즈,29800,4800,84%,2025-09-15,2025/9/16 23:59,https://store.nintendo.co.kr/70010000012963
메트로이드 프라임 리마스터,44800,31360,30%,2025-09-15,2025/9/25 23:59,https://store.nintendo.co.kr/70010000063711
태고의 달인 쿵딱! 원더풀 페스티벌,59800,14800,75%,2025-09-15,2025/9/29 23:59,https://store.nintendo.co.kr/70010000035482
디지몬 서바이브,59800,9800,84%,2025-09-15,2025/9/29 23:59,https://store.nintendo.co.kr/70010000042188
괴혼 ~굴려라 돌아온 왕자님~,32800,6800,79%,2025-09-15,2025/9/16 23:59,https://store.nintendo.co.kr/70010000035378
Super Bunny Man,16000,12000,25%,2025-09-15,2025/10/4 23:59,https://store.nintendo.co.kr/70010000075281
TRIANGLE STRATEGY,69800,27920,60%,2025-09-15,2025/9/24 23:59,https://store.nintendo.co.kr/70010000037867
OCTOPATH TRAVELER,59800,23920,60%,2025-09-15,2025/9/24 23:59,https://store.nintendo.co.kr/70010000013051
마리오와 소닉 AT 2020 도쿄 올림픽™,59800,29900,50%,2025-09-15,2025/9/23 23:59,https://store.nintendo.co.kr/70010000013896
Unravel Two,24000,7200,70%,2025-09-15,2025/9/23 23:59,https://store.nintendo.co.kr/70010000015567
다함께 쿠키요미2 ～레이와～,5250,2620,50%,2025-09-15,2025/9/23 23:59,https://store.nintendo.co.kr/70010000031984
죠죠의 기묘한 모험 올 스타 배틀 R,59800,11800,80%,2025-09-15,2025/9/23 23:59,https://store.nintendo.co.kr/70010000054238
Moving Out 2,34800,13920,60%,2025-09-15,2025/9/29 23:59,https://store.nintendo.co.kr/70010000052931
뿌요뿌요™테트리스® S,29800,14900,50%,2025-09-15,2025/9/23 23:59,https://store.nintendo.co.kr/70010000009163
Stacklands,16500,9900,40%,2025-09-15,2025/9/30 23:59,https://store.nintendo.co.kr/70010000069127
리틀 나이트메어 2 (Little Nightmares II),29800,9800,67%,2025-09-15,2025/9/29 23:59,https://store.nintendo.co.kr/70010000021687
바텐 카이토스 Ⅰ＆Ⅱ HD Remaster,59800,17800,70%,2025-09-15,2025/9/23 23:59,https://store.nintendo.co.kr/70010000055736
LEGO® Bricktales,31000,4650,85%,2025-09-15,2025/10/2 23:59,https://store.nintendo.co.kr/70010000052106
LEGO® Marvel Super Heroes 2,48000,4800,90%,2025-09-15,2025/9/29 23:59,https://store.nintendo.co.kr/70010000050974
진・삼국무쌍８ Empires,64800,32400,50%,2025-09-15,2025/10/8 23:59,https://store.nintendo.co.kr/70010000033961
대항해시대4 with 파워업키트 HD Version,49800,34860,30%,2025-09-15,2025/10/8 23:59,https://store.nintendo.co.kr/70010000035676
가면라이더 메모리 오브 히어로즈,64800,9800,85%,2025-09-15,2025/9/23 23:59,https://store.nintendo.co.kr/70010000021858
디즈니 썸썸 페스티벌,59800,5800,90%,2025-09-15,2025/9/29 23:59,https://store.nintendo.co.kr/70010000022755
Dinkum(딩컴),24000,21600,10%,2025-09-15,2025/11/6 08:59,https://store.nintendo.co.kr/70010000088500
Ace Angler 낚시 스피릿 파닥파닥 즐거운 수족관,54800,19800,64%,2025-09-15,2025/9/16 23:59,https://store.nintendo.co.kr/70010000054583
PowerWash Simulator,29800,17880,40%,2025-09-15,2025/9/24 23:59,https://store.nintendo.co.kr/70010000059242
드래곤볼 제노버스 2 for Nintendo Switch,24800,8800,65%,2025-09-15,2025/9/23 23:59,https://store.nintendo.co.kr/70010000051886
레고® 월드 [LEGO® Worlds],36000,4680,87%,2025-09-15,2025/9/29 23:59,https://store.nintendo.co.kr/70010000050976
