Game Name,Original Price,Sale Price,Sale Rate,Date,End Date,Page Link
Overcooked! All You Can Eat,41000,13940,66%,2025-08-16,2025/8/31 23:59,https://store.nintendo.co.kr/70010000037360
짱구는 못 말려『탄광마을의 흰둥이』,64800,45360,30%,2025-08-16,2025/8/17 23:59,https://store.nintendo.co.kr/70010000075307
짱구는 못말려 나와 박사의 여름 방학~끝나지 않는 7일간의 여행~,59800,29900,50%,2025-08-16,2025/8/17 23:59,https://store.nintendo.co.kr/70010000049558
Phoenix Wright: Ace Attorney Trilogy(역전재판 123 나루호도 셀렉션),34800,11480,67%,2025-08-16,2025/8/24 23:59,https://store.nintendo.co.kr/70010000015845
태고의 달인 쿵딱! 원더풀 페스티벌 태고 뮤직 패스 90일 이용권 세트,69800,23800,66%,2025-08-16,2025/9/1 23:59,https://store.nintendo.co.kr/70010000057569
짱구는 못말려 번들,124600,74760,40%,2025-08-16,2025/8/17 23:59,https://store.nintendo.co.kr/70070000026005
역전재판 456 오도로키 셀렉션,54800,27400,50%,2025-08-16,2025/8/24 23:59,https://store.nintendo.co.kr/70010000067774
MONSTER HUNTER RISE + SUNBREAK 세트,69800,17450,75%,2025-08-16,2025/8/24 23:59,https://store.nintendo.co.kr/70070000013806
다함께 쿠키요미,5250,2620,50%,2025-08-16,2025/9/2 23:59,https://store.nintendo.co.kr/70010000027865
다함께 쿠키요미4,8900,5340,40%,2025-08-16,2025/8/19 23:59,https://store.nintendo.co.kr/70010000088682
역전검사 1&2 미츠루기 셀렉션,44800,33600,25%,2025-08-16,2025/8/24 23:59,https://store.nintendo.co.kr/70010000078418
Moving Out,32600,6520,80%,2025-08-16,2025/8/31 23:59,https://store.nintendo.co.kr/70010000029909
레드 데드 리뎀션,64800,38880,40%,2025-08-16,2025/8/24 23:59,https://store.nintendo.co.kr/70010000058658
MONSTER HUNTER RISE + SUNBREAK 더블 디럭스 세트,79800,22340,72%,2025-08-16,2025/8/24 23:59,https://store.nintendo.co.kr/70070000013811
Street Fighter 30th Anniversary Collection,36400,12000,67%,2025-08-16,2025/8/24 23:59,https://store.nintendo.co.kr/70010000008801
Staffer Case: 초능력 추리 어드벤처,24800,17360,30%,2025-08-16,2025/8/24 23:59,https://store.nintendo.co.kr/70010000090412
저스트 댄스 2024 에디션,59000,23000,61%,2025-08-16,2025/8/27 23:59,https://store.nintendo.co.kr/70070000019047
도라에몽 진구의 목장이야기 대자연의 왕국과 모두의 집,59800,14800,75%,2025-08-16,2025/8/26 23:59,https://store.nintendo.co.kr/70010000049988
베리드 스타즈,54800,16440,70%,2025-08-16,2025/8/17 23:59,https://store.nintendo.co.kr/70010000018661
XCOM 2 컬렉션,54000,8100,85%,2025-08-16,2025/8/24 23:59,https://store.nintendo.co.kr/70010000025494
Cat Quest III,22800,13680,40%,2025-08-16,2025/8/27 23:59,https://store.nintendo.co.kr/70010000067862
페이퍼 트레일 Paper Trail,21500,2150,90%,2025-08-16,2025/8/21 23:59,https://store.nintendo.co.kr/70010000065430
Trombone Champ,15500,6200,60%,2025-08-16,2025/8/17 23:59,https://store.nintendo.co.kr/70010000065991
갓 이터 3,39800,3800,90%,2025-08-16,2025/8/26 23:59,https://store.nintendo.co.kr/70010000019407
아바마마와 돌아온 데굴데굴~쫀득쫀득~ 괴혼,34800,8800,75%,2025-08-16,2025/8/26 23:59,https://store.nintendo.co.kr/70010000055863
Spelunky 2,22000,8800,60%,2025-08-16,2025/8/17 23:59,https://store.nintendo.co.kr/70010000036425
SHINOBI 복수의 참격,27800,25020,10%,2025-08-16,2025/8/29 12:59,https://store.nintendo.co.kr/70010000066780
선 헤이븐,35000,24500,30%,2025-08-16,2025/9/5 23:59,https://store.nintendo.co.kr/70010000073885
Stray,32000,25600,20%,2025-08-16,2025/8/19 23:59,https://store.nintendo.co.kr/70010000080628
The Binding of Isaac: Repentance,51500,38600,25%,2025-08-16,2025/8/20 23:59,https://store.nintendo.co.kr/70010000046719
몬스터헌터 스토리즈（Monster Hunter Stories）,34800,22960,34%,2025-08-16,2025/8/24 23:59,https://store.nintendo.co.kr/70010000066337
Ghosts 'n Goblins Resurrection,35800,11810,67%,2025-08-16,2025/8/24 23:59,https://store.nintendo.co.kr/70010000022554
얼티밋 치킨 호스,16000,7200,55%,2025-08-16,2025/8/29 23:59,https://store.nintendo.co.kr/70010000027445
도라에몽의 팥빵 가게 스토리 (Doraemon Dorayaki Shop Story),25000,20000,20%,2025-08-16,2025/8/30 23:59,https://store.nintendo.co.kr/70010000078678
원피스 오디세이 디럭스 에디션,59800,29800,50%,2025-08-16,2025/9/1 23:59,https://store.nintendo.co.kr/70010000063982
에이스 컴뱃 7: 스카이즈 언노운 디럭스 에디션（ACE COMBAT™7: SKIES UNKNOWN DELUXE EDITION）,49800,24800,50%,2025-08-16,2025/8/26 23:59,https://store.nintendo.co.kr/70010000074353
Gang Beasts,25000,10000,60%,2025-08-16,2025/8/25 23:59,https://store.nintendo.co.kr/70010000033939
오구와 비밀의 숲,24800,19840,20%,2025-08-16,2025/8/18 23:59,https://store.nintendo.co.kr/70010000094196
Potion Craft: Alchemist Simulator,25900,9060,65%,2025-08-16,2025/8/27 23:59,https://store.nintendo.co.kr/70010000054957
Ghost Trick,34800,17400,50%,2025-08-16,2025/8/24 23:59,https://store.nintendo.co.kr/70010000053638
다함께 쿠키요미 온라인,9440,4720,50%,2025-08-16,2025/8/19 23:59,https://store.nintendo.co.kr/70010000060125
Unrailed!,25990,6490,75%,2025-08-16,2025/9/2 23:59,https://store.nintendo.co.kr/70010000034669
NARUTO -나루토- 질풍전 나루티밋 스톰 4 ROAD TO BORUTO,54800,27800,49%,2025-08-16,2025/8/18 23:59,https://store.nintendo.co.kr/70010000016050
Capcom Belt Action Collection,34800,17400,50%,2025-08-16,2025/8/24 23:59,https://store.nintendo.co.kr/70010000008902
THE KING OF FIGHTERS XIII GLOBAL MATCH,29800,14900,50%,2025-08-16,2025/8/27 23:59,https://store.nintendo.co.kr/70010000062312
Blasphemous 2,34800,17400,50%,2025-08-16,2025/8/31 23:59,https://store.nintendo.co.kr/70010000070221
BIOHAZARD VILLAGE CLOUD,44800,11200,75%,2025-08-16,2025/8/24 23:59,https://store.nintendo.co.kr/70010000055678
BIOHAZARD REVELATIONS 2,23800,9500,60%,2025-08-16,2025/8/24 23:59,https://store.nintendo.co.kr/70010000049893
MONSTER HUNTER XX™ Nintendo Switch Ver.,48800,12200,75%,2025-08-16,2025/8/24 23:59,https://store.nintendo.co.kr/70010000037060
Aooni The Horror of Blueberry Onsen,14000,9800,30%,2025-08-16,2025/8/20 23:59,https://store.nintendo.co.kr/70010000091843
Sid Meier's Civilization® VII (시드 마이어의 문명® VII),67800,57630,15%,2025-08-16,2025/8/24 23:59,https://store.nintendo.co.kr/70010000041427
Fate/stay night REMASTERED,32000,24000,25%,2025-08-16,2025/8/20 23:59,https://store.nintendo.co.kr/70010000077809
Celeste,21500,5370,75%,2025-08-16,2025/9/10 23:59,https://store.nintendo.co.kr/70010000064972
Outer Wilds,30500,18300,40%,2025-08-16,2025/8/19 23:59,https://store.nintendo.co.kr/70010000038709
Headbangers: Rhythm Royale,22500,2250,90%,2025-08-16,2025/8/31 23:59,https://store.nintendo.co.kr/70010000069974
Brotato,5500,3850,30%,2025-08-16,2025/8/24 23:59,https://store.nintendo.co.kr/70010000070380
The Knight Witch,22500,6750,70%,2025-08-16,2025/8/18 23:59,https://store.nintendo.co.kr/70010000052925
BIOHAZARD 5,23800,11900,50%,2025-08-16,2025/8/24 23:59,https://store.nintendo.co.kr/70010000015875
Grand Theft Auto: 트릴로지 – 데피니티브 에디션,65000,26000,60%,2025-08-16,2025/8/24 23:59,https://store.nintendo.co.kr/70070000013215
Spelunky,12000,4800,60%,2025-08-16,2025/8/17 23:59,https://store.nintendo.co.kr/70010000036420
Among Us,5500,3300,40%,2025-08-16,2025/8/21 23:59,https://store.nintendo.co.kr/70010000036996
던그리드,16900,10900,36%,2025-08-16,2025/8/20 23:59,https://store.nintendo.co.kr/70010000014348
BRAINROT: FIGHTING,13760,6850,50%,2025-08-16,2025/8/24 23:59,https://store.nintendo.co.kr/70010000101797
Fate/hollow ataraxia REMASTERED,32000,28800,10%,2025-08-16,2025/8/20 23:59,https://store.nintendo.co.kr/70010000099081
Keeper's Toll,9000,7200,20%,2025-08-16,2025/8/21 23:59,https://store.nintendo.co.kr/70010000093325
히어로 기지 스토리DX (Legends of Heropolis DX),15000,7500,50%,2025-08-16,2025/9/2 23:59,https://store.nintendo.co.kr/70010000081974
전국 일반상식 체크,8900,4450,50%,2025-08-16,2025/8/28 23:59,https://store.nintendo.co.kr/70010000073448
다운타운 열혈이야기 SP,39800,19900,50%,2025-08-16,2025/8/27 23:59,https://store.nintendo.co.kr/70010000070161
레고® 2K 드라이브,34800,13920,60%,2025-08-16,2025/8/24 23:59,https://store.nintendo.co.kr/70010000054403
셜록 홈즈의 유언 (The Testament of Sherlock Holmes),32900,4930,85%,2025-08-16,2025/8/26 23:59,https://store.nintendo.co.kr/70010000054419
BIOHAZARD 7 resident evil CLOUD,44800,11200,75%,2025-08-16,2025/8/24 23:59,https://store.nintendo.co.kr/70010000057130
Dorfromantik,16000,12000,25%,2025-08-16,2025/8/24 23:59,https://store.nintendo.co.kr/70010000056981
biohazard 4,23800,11900,50%,2025-08-16,2025/8/24 23:59,https://store.nintendo.co.kr/70010000012857
Cozy Grove,16000,7940,50%,2025-08-16,2025/9/2 23:59,https://store.nintendo.co.kr/70010000040140
MONSTER HUNTER RISE,44800,11200,75%,2025-08-16,2025/8/24 23:59,https://store.nintendo.co.kr/70010000029012
다이시 던전,14900,3720,75%,2025-08-16,2025/8/28 23:59,https://store.nintendo.co.kr/70010000028409
당신을 기다리는 여우 The Fox Awaits Me,48000,7200,85%,2025-08-16,2025/8/17 23:59,https://store.nintendo.co.kr/70010000028699
NBA 2K 플레이그라운드 2,32000,8000,75%,2025-08-16,2025/8/24 23:59,https://store.nintendo.co.kr/70010000013729
Dragon's Dogma: Dark Arisen,34800,5560,84%,2025-08-16,2025/8/24 23:59,https://store.nintendo.co.kr/70010000018691
데이 오브 더 쉘 (Day of the Shell),18700,16830,10%,2025-08-16,2025/8/20 23:59,https://store.nintendo.co.kr/70010000101991
夏目友人帳 ～葉月の記～（나츠메 우인장 ～하즈키의 기록～）,53000,42400,20%,2025-08-16,2025/8/27 23:59,https://store.nintendo.co.kr/70010000090832
Risk of Rain 2,29000,7250,75%,2025-08-16,2025/8/24 23:59,https://store.nintendo.co.kr/70010000022858
Thank Goodness You're Here!,21500,15050,30%,2025-08-16,2025/8/23 23:59,https://store.nintendo.co.kr/70010000072668
Darkest Dungeon II,42000,25200,40%,2025-08-16,2025/8/29 23:59,https://store.nintendo.co.kr/70010000082555
스파이 패밀리 오퍼레이션 다이어리,59800,41800,30%,2025-08-16,2025/8/18 23:59,https://store.nintendo.co.kr/70010000064542
PICROSS S NAMCO LEGENDARY edition,12000,9600,20%,2025-08-16,2025/8/20 23:59,https://store.nintendo.co.kr/70010000076524
PICROSS S+,5500,4400,20%,2025-08-16,2025/8/20 23:59,https://store.nintendo.co.kr/70010000065383
버스 운전 시뮬레이터 24 - 도시 도로 (Bus Driving Simulator 24 - City Roads),33000,3900,88%,2025-08-16,2025/8/31 23:59,https://store.nintendo.co.kr/70010000075155
Three Minutes To Eight,16500,1650,90%,2025-08-16,2025/8/25 23:59,https://store.nintendo.co.kr/70010000066043
There Is No Light,21000,7350,65%,2025-08-16,2025/8/22 23:59,https://store.nintendo.co.kr/70010000040217
COCOON,30500,18300,40%,2025-08-16,2025/8/19 23:59,https://store.nintendo.co.kr/70010000072453
다른 겨울의 우리들,6250,1870,70%,2025-08-16,2025/8/18 11:59,https://store.nintendo.co.kr/70010000068755
"Wash Simulator - Clean Garage, House, Cars Business Tycoons",19990,2790,86%,2025-08-16,2025/8/22 23:59,https://store.nintendo.co.kr/70010000066819
Operate Now: Hospital,10000,1000,90%,2025-08-16,2025/9/2 23:59,https://store.nintendo.co.kr/70010000066733
Driving School Simulator,19000,2800,85%,2025-08-16,2025/8/19 23:59,https://store.nintendo.co.kr/70010000065482
Rytmos,15000,1500,90%,2025-08-16,2025/8/23 23:59,https://store.nintendo.co.kr/70010000061682
그림 가디언즈: 데몬 퍼지,34800,17400,50%,2025-08-16,2025/8/20 23:59,https://store.nintendo.co.kr/70010000061622
BIOHAZARD RE:2 CLOUD,44800,11200,75%,2025-08-16,2025/8/24 23:59,https://store.nintendo.co.kr/70010000054009
Jack Move,21000,7350,65%,2025-08-16,2025/8/22 23:59,https://store.nintendo.co.kr/70010000049260
Azure Striker GUNVOLT 3,39800,17910,55%,2025-08-16,2025/8/20 23:59,https://store.nintendo.co.kr/70010000039776
열혈삼국지,44800,22400,50%,2025-08-16,2025/8/27 23:59,https://store.nintendo.co.kr/70010000051981
Cooking Tycoons: 3 in 1 번들,16200,1000,94%,2025-08-16,2025/8/26 23:59,https://store.nintendo.co.kr/70010000054943
던전마을 스토리2(Dungeon Village 2),15000,7500,50%,2025-08-16,2025/9/2 23:59,https://store.nintendo.co.kr/70010000052832
클론 드론 인 더 덴져존,22800,5700,75%,2025-08-16,2025/8/16 23:59,https://store.nintendo.co.kr/70010000031866
