Game Name,Original Price,Sale Price,Sale Rate,Date,End Date,Page Link
대항해시대4 with 파워업키트 HD Version,49800,34860,30%,2025-10-02,2025/10/8 23:59,https://store.nintendo.co.kr/70010000035676
MONSTER HUNTER RISE,44800,11200,75%,2025-10-02,2025/10/12 23:59,https://store.nintendo.co.kr/70010000029012
미스터 드릴러 드릴랜드,32800,2800,91%,2025-10-02,2025/10/12 23:59,https://store.nintendo.co.kr/70010000028222
목장이야기 다시 만난 미네랄 타운의 친구들,59800,17940,70%,2025-10-02,2025/10/7 23:59,https://store.nintendo.co.kr/70010000021368
데드 셀 (Dead Cells),29800,14900,50%,2025-10-02,2025/10/8 23:59,https://store.nintendo.co.kr/70010000010203
HYKE:Northern Light(s),31700,28530,10%,2025-10-02,2025/10/3 23:59,https://store.nintendo.co.kr/70010000075222
Stray,32000,24000,25%,2025-10-02,2025/10/13 23:59,https://store.nintendo.co.kr/70010000080628
Castlevania Dominus Collection,30400,21280,30%,2025-10-02,2025/10/5 23:59,https://store.nintendo.co.kr/70010000065726
진・삼국무쌍８ Empires,64800,32400,50%,2025-10-02,2025/10/8 23:59,https://store.nintendo.co.kr/70010000033961
페르소나 5 스크램블 더 팬텀 스트라이커즈,69800,27920,60%,2025-10-02,2025/10/7 23:59,https://store.nintendo.co.kr/70010000027082
XCOM 2 컬렉션,54000,8100,85%,2025-10-02,2025/10/8 23:59,https://store.nintendo.co.kr/70010000025494
베어 너클 4,29800,10430,65%,2025-10-02,2025/10/8 23:59,https://store.nintendo.co.kr/70010000028292
짱구는 못말려 태풍을 부르는 불타는 떡잎마을 런너!!,12000,6000,50%,2025-10-02,2025/10/8 23:59,https://store.nintendo.co.kr/70010000028322
Dinkum(딩컴),24000,21600,10%,2025-10-02,2025/11/6 08:59,https://store.nintendo.co.kr/70010000088500
로맨싱 사가 2 리벤지 오브 더 세븐,59800,35800,40%,2025-10-02,2025/10/8 23:59,https://store.nintendo.co.kr/70010000078542
에이스 컴뱃 7: 스카이즈 언노운 디럭스 에디션（ACE COMBAT™7: SKIES UNKNOWN DELUXE EDITION）,49800,16800,66%,2025-10-02,2025/10/26 23:59,https://store.nintendo.co.kr/70010000074353
진・여신전생5 Vengeance,74800,41140,45%,2025-10-02,2025/10/7 23:59,https://store.nintendo.co.kr/70010000064455
목장이야기 Welcome! 원더풀 라이프,44800,13440,70%,2025-10-02,2025/10/7 23:59,https://store.nintendo.co.kr/70010000059043
FINAL FANTASY V,21900,14010,36%,2025-10-02,2025/10/8 23:59,https://store.nintendo.co.kr/70010000056584
다함께 쿠키요미 온라인,9440,4720,50%,2025-10-02,2025/10/14 23:59,https://store.nintendo.co.kr/70010000060125
LEGO® Bricktales,31000,4650,85%,2025-10-02,2025/10/2 23:59,https://store.nintendo.co.kr/70010000052106
Cursed to Golf,20500,3070,85%,2025-10-02,2025/10/2 23:59,https://store.nintendo.co.kr/70010000051316
룬 팩토리 5,64800,19440,70%,2025-10-02,2025/10/7 23:59,https://store.nintendo.co.kr/70010000037814
영웅전설 벽의 궤적: Kai,39800,15920,60%,2025-10-02,2025/10/8 23:59,https://store.nintendo.co.kr/70010000036006
Two Point Hospital: JUMBO Edition,41800,10450,75%,2025-10-02,2025/10/7 23:59,https://store.nintendo.co.kr/70070000011873
영웅전설 제로의 궤적: Kai,39800,15920,60%,2025-10-02,2025/10/8 23:59,https://store.nintendo.co.kr/70010000035980
MONSTER HUNTER XX™ Nintendo Switch Ver.,48800,12200,75%,2025-10-02,2025/10/12 23:59,https://store.nintendo.co.kr/70010000037060
테니스 월드 투어 2,45000,4500,90%,2025-10-02,2025/10/8 23:59,https://store.nintendo.co.kr/70010000034181
캐서린 풀 보디 for Nintendo Switch,54900,21960,60%,2025-10-02,2025/10/7 23:59,https://store.nintendo.co.kr/70010000027106
포 더 킹,24900,4980,80%,2025-10-02,2025/10/8 23:59,https://store.nintendo.co.kr/70010000029295
LEGO® Party!,49500,44500,10%,2025-10-02,2025/10/14 23:59,https://store.nintendo.co.kr/70010000096457
Relayer Advanced Definitive Edition,37500,31870,15%,2025-10-02,2025/10/15 23:59,https://store.nintendo.co.kr/70010000099004
Heroes of Mount Dragon,21500,17200,20%,2025-10-02,2025/11/23 23:59,https://store.nintendo.co.kr/70010000103991
EA SPORTS™ Madden NFL 26,83000,41500,50%,2025-10-02,2025/10/13 23:59,https://store.nintendo.co.kr/70010000097535
오구와 비밀의 숲,24800,17360,30%,2025-10-02,2025/10/12 23:59,https://store.nintendo.co.kr/70010000094196
무쌍: 어비스,29800,22350,25%,2025-10-02,2025/10/8 23:59,https://store.nintendo.co.kr/70010000087148
Borderlands 3 Ultimate Edition,67800,27120,60%,2025-10-02,2025/10/8 23:59,https://store.nintendo.co.kr/70010000031758
WRC 제너레이션 - FIA 월드 랠리 챔피언십,49800,9960,80%,2025-10-02,2025/10/8 23:59,https://store.nintendo.co.kr/70010000058667
소닉 프론티어,49800,17430,65%,2025-10-02,2025/10/7 23:59,https://store.nintendo.co.kr/70010000040404
Gang Beasts,25000,10000,60%,2025-10-02,2025/10/17 23:59,https://store.nintendo.co.kr/70010000033939
Timberman VS,2000,1000,50%,2025-10-02,2025/10/14 23:59,https://store.nintendo.co.kr/70010000046323
리듬 피트니스 HOME FiT,58000,29000,50%,2025-10-02,2025/10/8 23:59,https://store.nintendo.co.kr/70010000042719
로맨싱 사가 3,49800,14940,70%,2025-10-02,2025/10/8 23:59,https://store.nintendo.co.kr/70010000039477
다함께 쿠키요미3 -아버지가 아들에게-,5250,2620,50%,2025-10-02,2025/10/14 23:59,https://store.nintendo.co.kr/70010000042645
ZUMBA® Burn It Up!　신가격판,34800,24360,30%,2025-10-02,2025/10/7 23:59,https://store.nintendo.co.kr/70010000028392
Moving Out,32600,6520,80%,2025-10-02,2025/10/25 23:59,https://store.nintendo.co.kr/70010000029909
NBA 2K 플레이그라운드 2,32000,8000,75%,2025-10-02,2025/10/8 23:59,https://store.nintendo.co.kr/70010000013729
Assassins Creed® III: Remastered,44000,11000,75%,2025-10-02,2025/10/19 23:59,https://store.nintendo.co.kr/70010000010683
리틀 프렌즈 -DOGS&CATS-,58000,29000,50%,2025-10-02,2025/10/8 23:59,https://store.nintendo.co.kr/70010000018237
요마와리+신요마와리 for Nintendo Switch,59800,29900,50%,2025-10-02,2025/10/8 23:59,https://store.nintendo.co.kr/70010000012086
젤다무쌍 하이랄의 전설들 DX,74800,49360,34%,2025-10-02,2025/10/8 23:59,https://store.nintendo.co.kr/70010000009162
두뇌 트레이닝! 완벽 기억,3900,2900,26%,2025-10-02,2025/10/5 23:59,https://store.nintendo.co.kr/70010000105088
Tralalero Tralala Simulator,8590,3990,54%,2025-10-02,2025/10/4 23:59,https://store.nintendo.co.kr/70010000099740
Staffer Case: 초능력 추리 어드벤처,24800,17360,30%,2025-10-02,2025/10/21 23:59,https://store.nintendo.co.kr/70010000090412
유미아의 아틀리에 ~추억의 연금술사와 창환의 땅~,69800,48860,30%,2025-10-02,2025/10/8 23:59,https://store.nintendo.co.kr/70010000085994
Hole io,7150,2250,69%,2025-10-02,2025/10/21 23:59,https://store.nintendo.co.kr/70010000075736
소닉×섀도우 제너레이션즈,49800,32370,35%,2025-10-02,2025/10/7 23:59,https://store.nintendo.co.kr/70010000081907
건담 브레이커 4,69800,41800,40%,2025-10-02,2025/10/12 23:59,https://store.nintendo.co.kr/70010000072351
Touhou Mystia's Izakaya (동방야작식당),25200,20160,20%,2025-10-02,2025/10/7 01:59,https://store.nintendo.co.kr/70010000073908
사그레스(Sagres),23000,9200,60%,2025-10-02,2025/10/6 01:59,https://store.nintendo.co.kr/70010000072861
페르소나5 택티카,69800,34900,50%,2025-10-02,2025/10/7 23:59,https://store.nintendo.co.kr/70010000069141
Ember Knights,21500,10750,50%,2025-10-02,2025/10/20 23:59,https://store.nintendo.co.kr/70010000074385
이스 X -노딕스- 무삭제판,79200,55440,30%,2025-10-02,2025/10/8 23:59,https://store.nintendo.co.kr/70010000069621
마리의 아틀리에 Remake ~잘부르그의 연금술사~,59800,29900,50%,2025-10-02,2025/10/8 23:59,https://store.nintendo.co.kr/70010000059379
Untitled Goose Game,20500,10250,50%,2025-10-02,2025/10/26 23:59,https://store.nintendo.co.kr/70010000067772
세계수의 미궁3 성해의 방문자 HD REMASTER,39800,15920,60%,2025-10-02,2025/10/7 23:59,https://store.nintendo.co.kr/70010000052387
PICROSS S9,11000,8800,20%,2025-10-02,2025/10/8 23:59,https://store.nintendo.co.kr/70010000058963
FINAL FANTASY IV,21900,14010,36%,2025-10-02,2025/10/8 23:59,https://store.nintendo.co.kr/70010000056579
CRISIS CORE –FINAL FANTASY VII– REUNION,62000,24800,60%,2025-10-02,2025/10/8 23:59,https://store.nintendo.co.kr/70010000048002
로그북 (Roguebook),24900,3740,85%,2025-10-02,2025/10/8 23:59,https://store.nintendo.co.kr/70010000048570
백영웅전: 라이징 Eiyuden Chronicle: Rising,16500,4100,75%,2025-10-02,2025/10/7 23:59,https://store.nintendo.co.kr/70010000049420
인페르낙스 (Infernax),25000,15000,40%,2025-10-02,2025/10/8 23:59,https://store.nintendo.co.kr/70010000049375
WRC 10 FIA 월드 랠리 챔피언십,49800,4980,90%,2025-10-02,2025/10/8 23:59,https://store.nintendo.co.kr/70010000048567
소피의 아틀리에2 ~신비한 꿈의 연금술사~,69800,34900,50%,2025-10-02,2025/10/8 23:59,https://store.nintendo.co.kr/70010000041914
노스가드 (Northgard),39800,9950,75%,2025-10-02,2025/10/8 23:59,https://store.nintendo.co.kr/70010000041134
저글러 테일,19800,1980,90%,2025-10-02,2025/10/8 23:59,https://store.nintendo.co.kr/70010000046500
미닛 오브 아일랜드 (Minute Of Islands),20500,2050,90%,2025-10-02,2025/10/8 23:59,https://store.nintendo.co.kr/70010000043124
영웅전설 섬의 궤적 I: Kai -Thors Military Academy 1204-,42000,16800,60%,2025-10-02,2025/10/8 23:59,https://store.nintendo.co.kr/70010000040058
SD건담 지 제네레이션 제네시스 for Nintendo Switch,34800,13800,60%,2025-10-02,2025/10/12 23:59,https://store.nintendo.co.kr/70010000037861
클라우드펑크,26000,3900,85%,2025-10-02,2025/10/8 23:59,https://store.nintendo.co.kr/70010000035520
진·여신전생3 NOCTURNE HD REMASTER,49800,19920,60%,2025-10-02,2025/10/7 23:59,https://store.nintendo.co.kr/70010000030608
사무라이 쇼다운 네오지오 컬렉션,44500,17800,60%,2025-10-02,2025/10/8 23:59,https://store.nintendo.co.kr/70010000029187
에이오 테니스 2,59800,5980,90%,2025-10-02,2025/10/8 23:59,https://store.nintendo.co.kr/70010000029878
피싱 스타 월드 투어,39000,11700,70%,2025-10-02,2025/10/8 23:59,https://store.nintendo.co.kr/70010000027449
랑그릿사 I & II,64800,12960,80%,2025-10-02,2025/10/8 23:59,https://store.nintendo.co.kr/70010000022319
드래곤 퀘스트 빌더즈 2 파괴신 시도와 텅 빈 섬,54800,27300,50%,2025-10-02,2025/10/8 23:59,https://store.nintendo.co.kr/70010000020629
블러드스테인드: 리추얼 오브 더 나이트,49800,12450,75%,2025-10-02,2025/10/10 23:59,https://store.nintendo.co.kr/70010000019007
소드 아트 온라인: 할로우 리얼라이제이션 Deluxe Edition,54800,4800,91%,2025-10-02,2025/10/5 23:59,https://store.nintendo.co.kr/70010000011357
Capcom Belt Action Collection,34800,17400,50%,2025-10-02,2025/10/12 23:59,https://store.nintendo.co.kr/70010000008902
루프란의 지하미궁과 마녀의 여단,59800,29900,50%,2025-10-02,2025/10/8 23:59,https://store.nintendo.co.kr/70010000013088
Parking Jam,7150,3500,51%,2025-10-02,2025/10/3 23:59,https://store.nintendo.co.kr/70010000100070
Ball Blast,8540,3400,60%,2025-10-02,2025/10/14 23:59,https://store.nintendo.co.kr/70010000100227
UNI 2,5000,4000,20%,2025-10-02,2025/10/21 23:59,https://store.nintendo.co.kr/70010000105405
Extremely Powerful Capybaras,8300,7470,10%,2025-10-02,2025/10/2 23:59,https://store.nintendo.co.kr/70010000087723
다함께 쿠키요미4 Nintendo Switch 2 Edition 업그레이드 패스,5600,4480,20%,2025-10-02,2026/1/31 23:59,https://store.nintendo.co.kr/70050000061045
퍼즐 퀘스트: 불멸 에디션  (Puzzle Quest: Immortal Edition),16800,13400,20%,2025-10-02,2025/10/3 23:59,https://store.nintendo.co.kr/70010000104184
아늑한 방의 고양이들 : Cats in Cozy Rooms,6990,5490,21%,2025-10-02,2025/10/9 23:59,https://store.nintendo.co.kr/70010000103322
Ritual of Raven,27000,21600,20%,2025-10-02,2025/10/12 23:59,https://store.nintendo.co.kr/70010000098705
Tales of the Shire: A The Lord of the Rings™ Game,39500,31500,20%,2025-10-02,2025/10/5 23:59,https://store.nintendo.co.kr/70010000076842
워블리 라이프 (Wobbly Life),31500,25200,20%,2025-10-02,2025/10/8 23:59,https://store.nintendo.co.kr/70010000092937
Death Kid,12000,1200,90%,2025-10-02,2025/10/13 23:59,https://store.nintendo.co.kr/70010000098332
크라운 워: 더 블랙 프린스 (Crown Wars: The Black Prince),49800,19920,60%,2025-10-02,2025/10/8 23:59,https://store.nintendo.co.kr/70010000089776
항공기 비행 시뮬레이터: 전투 구역 ( Airplane Flight Simulator : Combat Zone ),29000,3900,87%,2025-10-02,2025/10/4 23:59,https://store.nintendo.co.kr/70010000090452
던전스 4 (Dungeons 4),59800,47840,20%,2025-10-02,2025/10/8 23:59,https://store.nintendo.co.kr/70010000070884
메탈 슬러그 택틱스 (Super Vehicle-001 Metal Slug Tactics),33000,23100,30%,2025-10-02,2025/10/8 23:59,https://store.nintendo.co.kr/70010000073184
Risk of Rain 2,29000,7250,75%,2025-10-02,2025/10/8 23:59,https://store.nintendo.co.kr/70010000022858
썸썸 편의점,22800,11400,50%,2025-10-02,2025/10/8 23:59,https://store.nintendo.co.kr/70010000073131
Planet of Lana,24900,9960,60%,2025-10-02,2025/10/2 23:59,https://store.nintendo.co.kr/70010000073406
이하나시의 마녀,27500,16500,40%,2025-10-02,2025/10/13 23:59,https://store.nintendo.co.kr/70010000079824
Contra: Operation Galuga,57100,28550,50%,2025-10-02,2025/10/5 23:59,https://store.nintendo.co.kr/70010000063983
모태솔로,19900,9950,50%,2025-10-02,2025/10/8 23:59,https://store.nintendo.co.kr/70010000068066
환세취호전 플러스,29800,20860,30%,2025-10-02,2025/10/15 23:59,https://store.nintendo.co.kr/70010000069080
The Forest Quartet,10200,1000,90%,2025-10-02,2025/10/13 23:59,https://store.nintendo.co.kr/70010000068409
BLACK WITCHCRAFT,12000,8400,30%,2025-10-02,2025/10/6 23:59,https://store.nintendo.co.kr/70010000054814
Ghost Trick,34800,17400,50%,2025-10-02,2025/10/12 23:59,https://store.nintendo.co.kr/70010000053638
세계수의 미궁 HD REMASTER,39800,15920,60%,2025-10-02,2025/10/7 23:59,https://store.nintendo.co.kr/70010000052384
SD 신 가면라이더 난무,29800,14800,50%,2025-10-02,2025/10/5 23:59,https://store.nintendo.co.kr/70010000057457
Plan B from Outer Space: A Bavarian Odyssey,15000,1500,90%,2025-10-02,2025/10/19 23:59,https://store.nintendo.co.kr/70010000056925
셜록 홈즈의 유언 (The Testament of Sherlock Holmes),32900,4270,87%,2025-10-02,2025/10/21 23:59,https://store.nintendo.co.kr/70010000054419
코만도스 3 - HD 리마스터 (Commandos 3 - HD Remaster),39800,19900,50%,2025-10-02,2025/10/8 23:59,https://store.nintendo.co.kr/70010000057294
Potion Permit,22800,18240,20%,2025-10-02,2025/10/7 01:59,https://store.nintendo.co.kr/70010000056376
오리건 트레일,33500,13400,60%,2025-10-02,2025/10/13 23:59,https://store.nintendo.co.kr/70010000053723
Dorfromantik,16000,12000,25%,2025-10-02,2025/10/18 23:59,https://store.nintendo.co.kr/70010000056981
요마와리 3: 떠도는 밤,54800,27400,50%,2025-10-02,2025/10/8 23:59,https://store.nintendo.co.kr/70010000054077
소드 아트 온라인 앨리시제이션 리코리스,54800,6800,88%,2025-10-02,2025/10/12 23:59,https://store.nintendo.co.kr/70010000036146
사가 프론티어 리마스터 (SaGa Frontier Remastered),49800,24900,50%,2025-10-02,2025/10/8 23:59,https://store.nintendo.co.kr/70010000050601
Two Point Campus,38000,7600,80%,2025-10-02,2025/10/7 23:59,https://store.nintendo.co.kr/70010000049706
푸드 트럭 타이쿤 - 아시아 요리,1500,1000,33%,2025-10-02,2025/10/7 23:59,https://store.nintendo.co.kr/70010000055427
PICROSS S MEGA DRIVE & Master System edition,12000,9600,20%,2025-10-02,2025/10/8 23:59,https://store.nintendo.co.kr/70010000042753
PICROSS S6,11000,8800,20%,2025-10-02,2025/10/8 23:59,https://store.nintendo.co.kr/70010000038346
COTTOn Rock'n'Roll　-SUPERLLATIVE NIGHT DREAMS-,59800,10000,83%,2025-10-02,2025/10/8 23:59,https://store.nintendo.co.kr/70010000047654
Record of Lodoss War -Deedlit in Wonder Labyrinth- (로도스도 전기 - 디드리트 인 원더 라비린스 ),26000,11700,55%,2025-10-02,2025/10/7 23:59,https://store.nintendo.co.kr/70010000046026
Encodya,31000,3100,90%,2025-10-02,2025/10/19 23:59,https://store.nintendo.co.kr/70010000040675
Castlevania Advance Collection,24900,13690,45%,2025-10-02,2025/10/5 23:59,https://store.nintendo.co.kr/70010000044376
소닉 컬러즈 얼티밋（Sonic Colors: Ultimate）,39800,13930,65%,2025-10-02,2025/10/7 23:59,https://store.nintendo.co.kr/70010000028906
Slime Rancher: Plortable Edition,26000,7800,70%,2025-10-02,2025/10/14 23:59,https://store.nintendo.co.kr/70010000040142
영웅전설 섬의 궤적 II: Kai -The Erebonian Civil War-,42000,16800,60%,2025-10-02,2025/10/8 23:59,https://store.nintendo.co.kr/70010000040394
‘차일드 오브 라이트’ 얼티밋 에디션 + ‘밸리언트 하트: 더 그레이트 워’,35000,7000,80%,2025-10-02,2025/10/19 23:59,https://store.nintendo.co.kr/70010000039183
COTTOn Reboot!,39800,11940,70%,2025-10-02,2025/10/8 23:59,https://store.nintendo.co.kr/70010000037693
Among Us,5500,3300,40%,2025-10-02,2025/10/14 23:59,https://store.nintendo.co.kr/70010000036996
QV(큐브이),14800,4440,70%,2025-10-02,2025/10/8 23:59,https://store.nintendo.co.kr/70010000032520
팡 어드벤처스,9900,4450,55%,2025-10-02,2025/10/8 23:59,https://store.nintendo.co.kr/70010000033046
오니가 우는 나라,44800,13440,70%,2025-10-02,2025/10/8 23:59,https://store.nintendo.co.kr/70010000029970
바이오쇼크: 더 컬렉션,54000,10800,80%,2025-10-02,2025/10/8 23:59,https://store.nintendo.co.kr/70010000030520
성검전설3 TRIALS of MANA (한국어판),59800,23920,60%,2025-10-02,2025/10/8 23:59,https://store.nintendo.co.kr/70010000025168
NARUTO -나루토- 질풍전 나루티밋 스톰 4 ROAD TO BORUTO,54800,21800,60%,2025-10-02,2025/10/19 23:59,https://store.nintendo.co.kr/70010000016050
당신을 기다리는 여우 The Fox Awaits Me,48000,9600,80%,2025-10-02,2025/10/2 23:59,https://store.nintendo.co.kr/70010000028699
길고양이 이야기,8000,3200,60%,2025-10-02,2025/10/8 23:59,https://store.nintendo.co.kr/70010000027706
퓨리,19800,4950,75%,2025-10-02,2025/10/8 23:59,https://store.nintendo.co.kr/70010000009737
