Game Name,Original Price,Sale Price,Sale Rate,Date,End Date,Page Link
데이브 더 다이버 (DAVE THE DIVER) Nintendo Switch 2 Edition,24000,14400,40%,2025-11-10,2025/11/12 23:59,https://store.nintendo.co.kr/70010000111455
브레이블리 디폴트 FLYING FAIRY HD Remaster,49800,39840,20%,2025-11-10,2025/11/25 23:59,https://store.nintendo.co.kr/70010000095239
저스트 댄스 2025 에디션,59000,23000,61%,2025-11-10,2025/11/12 23:59,https://store.nintendo.co.kr/70070000020994
8번 출구,4500,3600,20%,2025-11-10,2025/11/17 23:59,https://store.nintendo.co.kr/70010000079121
장미와 동백 - 호화찬란 버전,15560,6220,60%,2025-11-10,2025/11/17 23:59,https://store.nintendo.co.kr/70010000062210
도라에몽 진구의 목장 이야기,59800,5800,90%,2025-11-10,2025/11/23 23:59,https://store.nintendo.co.kr/70010000019943
드래곤 퀘스트 III HD-2D Remake,69800,45370,35%,2025-11-10,2025/11/25 23:59,https://store.nintendo.co.kr/70010000077712
스노우 브라더스 2 스페셜 (SNOW BROS. 2 SPECIAL),44800,26880,40%,2025-11-10,2025/11/19 23:59,https://store.nintendo.co.kr/70010000084494
페르시아의 왕자: 잃어버린 왕관,35000,12000,66%,2025-11-10,2025/11/12 23:59,https://store.nintendo.co.kr/70010000057918
디즈니 썸썸 페스티벌,59800,4800,92%,2025-11-10,2025/11/23 23:59,https://store.nintendo.co.kr/70010000022755
Vampire Survivors,4990,3740,25%,2025-11-10,2025/11/13 23:59,https://store.nintendo.co.kr/70010000058999
NieR:Automata The End of YoRHa Edition,49800,19920,60%,2025-11-10,2025/11/25 23:59,https://store.nintendo.co.kr/70010000048605
드래곤 퀘스트 XI S 지나간 시간을 찾아서 - Definitive Edition,49800,24900,50%,2025-11-10,2025/11/25 23:59,https://store.nintendo.co.kr/70010000022822
NBA 2K26,84800,38160,55%,2025-11-10,2025/11/19 23:59,https://store.nintendo.co.kr/70010000101229
8번 승강장,4500,3600,20%,2025-11-10,2025/11/17 23:59,https://store.nintendo.co.kr/70010000085175
디지몬 월드 넥스트 오더,59800,9800,84%,2025-11-10,2025/11/30 23:59,https://store.nintendo.co.kr/70010000042394
